Node,Label,Inlier-Outlier Propagation Score,Local reaching centrality,Betweenness centrality,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight
160227321490815016489601533331665083666172936667,IGMP <=,0.0144602721861216,7.498350786034686,0.001981981981981982,119,59,60,123112.6240831296,139794.69376528118,-16682.06968215159,8801.24205378973,7021.0,1780.2420537897306,0.0714893547216315,0.0570290825355098
786396322989194697344344278946426998739971577495,HTTPS <=,0.0268737972589898,7.063249144408748,0.0,140,70,70,168044.2976772616,184662.75122249388,-16618.453545232274,27127.73838630807,22611.75,4515.988386308069,0.1614320673850438,0.134558270126054
1454952188391427871478129207189215566009723810659,Std >,0.0322782148487166,5.130097281467417,0.018663663663663666,140,70,70,102649.43337408314,104788.652200489,-2139.218826405864,13122.090464547678,9808.75,3313.3404645476785,0.1278340272637173,0.0955558124150006
1070253533701240439447821754319583826073025846503,Max >,0.0368981970282787,5.990965394590693,0.0,142,71,71,137243.7371638142,154097.21699266505,-16853.47982885086,19519.04645476773,14455.0,5064.046454767726,0.1422217644180716,0.1053235673897928
835140271881840015202809914014108690929910415575,IAT >,0.0392071157734637,7.100192829277283,0.11683183183183185,142,70,72,142077.55378973106,150524.6155256724,-8447.06173594133,26013.9511002445,20443.5,5570.4511002445,0.183096839763613,0.1438897239901493
218607780770691257170847497927336330511308420255,ack_count >,0.0412219908331449,5.766780538188955,0.0,140,70,70,104978.23838630808,115299.956601467,-10321.718215158922,17336.911980440098,13009.5,4327.411980440098,0.165147674860405,0.12392568402726
475011065740486827108472353828139148231878458661,syn_flag_number <=,0.0418110910648224,6.25099493571936,0.08264264264264265,144,72,72,277048.2762836186,276605.23533007334,443.04095354524907,23354.190709046456,11770.5,11583.690709046456,0.0842964663860186,0.0424853753211962
1239329028096551917906154637654656383307088642249,cwr_flag_number <=,0.0439981556035167,7.645247833681069,0.06465465465465466,114,58,56,65150.75,73316.08312958435,-8165.333129584353,5860.76283618582,2994.25,2866.51283618582,0.0899569511661158,0.045958795562599
223165296026140232481876277255273629987157553131,Header_Length >,0.0453312334428796,5.7514468606795335,0.0,140,70,70,110921.29828850857,114379.54217603912,-3458.2438875305525,17624.699266503667,12596.5,5028.199266503667,0.1588937340118528,0.1135625005689732
974265510705878984211701297112044370513255377925,Std <=,0.0467090679217824,6.792896599239041,0.0,143,71,72,313284.48227383866,325793.13141809293,-12508.649144254276,28055.726161369195,13422.5,14633.226161369195,0.0895535136555087,0.0428444457337262
1418162538066850581097605911983264533342366443794,Header_Length <=,0.0483487747830256,5.687770397713888,0.0,140,70,70,163730.51772616137,165413.56845965772,-1683.0507334963477,18034.669926650367,10118.5,7916.169926650367,0.110148493861195,0.0617997190781693
684418957212367241623111035135876005715150589706,HTTP <=,0.0499673845934564,8.155273930996072,0.0,142,71,71,347141.39425427874,375688.8832518337,-28547.48899755499,38511.99755501223,21166.25,17345.747555012225,0.1109403781641853,0.0609729935707288
922599836131670820904126277297069322180441856169,Rate <=,0.0501710994464453,8.346817812843067,0.0,144,72,72,311979.3416870416,317827.9871638142,-5848.6454767726245,36405.59657701712,20753.25,15652.346577017115,0.1166923309093233,0.066521231462878
1091995366823138898995898948102109473193356840202,DNS <=,0.0519264334244478,7.255500616994153,0.0,146,73,73,372003.9437652812,394984.7683374083,-22980.824572127138,32223.088019559906,12906.25,19316.838019559906,0.0866202860469977,0.0346938526225498
1343908975744673306589744221553424462279673294717,TCP <=,0.0550093437920321,4.466146363912957,0.13193693693693692,141,71,70,42417.32151589242,44722.64914425428,-2305.3276283618616,5327.59902200489,2994.25,2333.34902200489,0.125599609584231,0.0705902657921988
681503808608794911981134712221284126975357543438,syn_count <=,0.0577773897006683,9.42373535095726,0.0,144,72,72,453905.9333740832,494015.402811736,-40109.46943765285,50386.0,24160.5,26225.5,0.1110053786375045,0.0532279889368361
40351198695966294513339726256484683518911283460,fin_flag_number <=,0.0584472648946195,6.136845373654657,0.0,137,68,69,270027.2762836186,272043.04951100243,-2015.7732273838485,21357.855745721277,5575.5,15782.355745721274,0.0790951789747655,0.0206479140801459
1085488307210616684491611463585545838953333018237,Type >,0.0616008520399803,6.719917645664425,0.019564564564564565,130,65,65,61626.87041564792,70526.31356968216,-8899.443154034234,6893.76772616137,3097.5,3796.26772616137,0.1118630181877765,0.0502621661477961
450410814915736770904937984733342042835793211647,ece_flag_number <=,0.0633042099928747,6.208602243540804,0.06687687687687688,128,64,64,66253.42970660147,73683.1381418093,-7429.708435207824,5639.621026894866,1445.5,4194.121026894866,0.0851219484314928,0.021817738438618
328762230998630318210090741851512569814964725689,size <=,0.063893478760216,7.081253976955665,0.07681681681681682,148,74,74,272557.78484107583,281897.239608802,-9339.454767726127,30630.665036674814,13216.0,17414.665036674818,0.1123822790625301,0.048488800302314
841518471221275042570144506781210008737201997031,Min <=,0.0639902972679405,7.847366938425728,0.0,144,72,72,259138.5666259169,272928.62652811734,-13790.059902200475,33205.60391198044,16623.25,16582.35391198044,0.1281384100573299,0.0641481127893893
505469541859377927785473031559292540931343582537,ICMP <=,0.0647350834489316,7.959094398772048,0.025135135135135135,141,71,70,462967.9511002445,468750.9608801956,-5783.0097799510695,37817.268948655255,7847.0,29970.26894865525,0.0816844208303888,0.0169493373814571
1379366653555122327876205020011632492492609315477,Type <=,0.0654498165061892,5.531224791725025,0.0,136,68,68,125401.29034229828,150768.72982885086,-25367.43948655257,15228.491442542789,7021.0,8207.491442542789,0.1214380761232579,0.0559882596170686
1455733501014453866297060548284701359849809242142,DHCP <=,0.0663331990207597,6.733117657785408,0.012972972972972972,130,65,65,298219.32273838634,300228.02750611247,-2008.704767726129,23395.591687041568,3613.75,19781.841687041568,0.07845095841615,0.0121177593953902
1338222599102815322204523610829624561969283441716,SSH <=,0.0676702693342541,6.627515698736645,0.0,138,68,70,249291.69743276283,257896.5372860636,-8604.839853300742,23374.38630806846,6504.75,16869.63630806846,0.0937631960822635,0.0260929267480093
378316838538499851440768051160724422589084218125,IAT <=,0.0702622734277537,9.03713346820662,0.0,144,73,71,430008.4810513448,459636.9394865526,-29628.45843520784,45597.623471882645,15384.25,30213.373471882645,0.1060388933734497,0.035776619945696
1043469376771332113858820724324827897913309990452,LLC >,0.0720823043197348,7.412350300792444,0.0,143,71,72,321174.1454767726,332682.35513447435,-11508.209657701722,28623.222493887533,5472.25,23150.972493887533,0.0891205686914719,0.017038264371737
510505520442458443414009447271658614884328320759,IRC <=,0.0729159183505916,6.114272670475127,0.02503003003003003,93,46,47,24598.49205378973,31610.40403422983,-7011.911980440098,2929.3716381418094,1135.75,1793.6216381418094,0.1190874477889184,0.0461715294383267
926368966621798523173828527325665066772113177503,UDP <=,0.0786096649267962,8.980032199073598,0.0,144,72,72,416081.5959657702,431023.0574572127,-14941.461491442518,44168.784841075794,11460.75,32708.034841075794,0.1061541420464783,0.0275444771196821
153155765823982001952501641876618811106762500815,ack_flag_number >,0.0792604236199335,5.79563701954174,0.002972972972972973,142,71,71,175856.96515892423,175478.2976772616,378.66748166261823,16622.997555012225,2684.5,13938.497555012224,0.0945256705640848,0.0152652469441513
1329847435934461746074927120436757452470095790255,Min >,0.080774936603404,4.3833939994721485,0.0683033033033033,127,64,63,34543.81479217604,37915.9749388753,-3372.160146699265,4752.024449877751,1961.75,2790.274449877751,0.1375651322376258,0.0567901956342217
714914936218336719861297767221934377853836589461,UDP >,0.0812970289349158,5.362292158131992,0.0,140,70,70,97628.0501222494,103423.68215158924,-5795.63202933986,11653.870415647922,3717.0,7936.870415647922,0.1193701031727561,0.0380730742378403
215123608059624622405742600984392925785664489773,Variance <=,0.0835936621543004,8.682869785657914,0.002792792792792793,143,71,72,361461.5886308069,385859.3869193154,-24397.79828850855,41263.64792176039,11047.75,30215.897921760392,0.1141577672971128,0.0305641051428124
487843867272814109640259913959993110004068841052,AVG >,0.0838742154973571,6.19074572573682,0.011171171171171172,136,68,68,122360.59046454768,125085.98655256724,-2725.396088019552,17490.398533007337,7227.5,10262.898533007336,0.1429414361814063,0.0590672206840491
896530251803066355404557928035950607124936193677,psh_flag_number <=,0.0863021059976957,9.141270714426874,0.0,143,71,72,355616.98227383866,378356.9743276284,-22739.992053789727,45042.24449877751,14351.75,30690.49449877751,0.1266594306345394,0.0403573246368437
1418025003262016765970487572214907425163069882682,IPv >,0.0866491141023383,7.706112833814115,0.017027027027027027,138,69,69,252360.1662591687,291462.1277506113,-39101.96149144258,30952.784841075794,9086.0,21866.784841075794,0.1226532114790569,0.0360040973767185
1077028023530208599426324724984012030801332581683,Time_To_Live >,0.0880870847601669,7.433222458598677,0.0,144,72,72,201991.3325183374,240104.2145476773,-38112.882029339846,30802.327628361854,13009.5,17792.827628361858,0.1524933136701077,0.0644062289099407
338730224709676774412755851787278702947952010784,sum <=,0.0890664424685505,7.968029314613224,0.0,144,72,72,265433.53484107583,282770.4468215159,-17336.911980440083,31797.9706601467,8156.75,23641.2206601467,0.1197963576048717,0.0307299151363211
109928824856976412487775174607761519739702474552,Number <=,0.0907078505308964,5.747949221038767,0.04408408408408408,133,66,67,146884.10635696823,152596.4315403423,-5712.32518337408,15182.041564792176,1858.5,13323.541564792176,0.1033606830673408,0.0126528325364443
64377807084757001895684323011847661640759168792,Max <=,0.0957814269701738,11.01078559051744,0.0,145,73,72,430396.7414425428,476434.8814180929,-46038.13997555012,62803.264058679706,21579.25,41224.014058679706,0.1459194692045869,0.0501380422344131
417610515582391639059962073933335223318558562917,fin_count <=,0.1002629883201966,8.231786369268598,0.0,140,70,70,265222.9957212714,273068.73349633254,-7845.737775061163,32580.55012224939,5988.5,26592.05012224939,0.1228421013556795,0.0225791130354829
456981593260173952852784572082992124101289568915,TCP >,0.1036723310941776,7.0297196779570825,0.0011711711711711711,135,68,67,174523.29828850858,184573.38569682156,-10050.087408312946,24701.23716381418,6608.0,18093.23716381418,0.1415354706566454,0.0378631395624678
1142857970576506471478393393000113013376204379484,rst_flag_number <=,0.1062834732593905,7.614712872613544,0.0,138,69,69,252458.11491442545,254543.05806845968,-2084.943154034234,29619.875305623475,2787.75,26832.125305623475,0.1173258990532492,0.0110424257938587
569123040751934560481271658954372810915922105207,AVG <=,0.1165417860753655,9.460485658725313,0.008723723723723724,142,71,71,304874.52995110024,315926.06662591686,-11051.536674816629,44410.122249388754,8879.5,35530.622249388754,0.1456668822302467,0.0291250961548811
1375509225989204300559045429796274689340158771149,rst_count <=,0.1239619961109487,10.0113787522412,0.001081081081081081,140,70,70,375838.83557457215,384302.8111246944,-8463.975550122268,48861.23227383864,2271.5,46589.73227383864,0.1300058100678736,0.0060438139569248
119501872384761655346741968946796756296882526119,ARP <=,0.1372479203380943,7.373429086018143,0.08578078078078077,138,69,69,168030.66564792176,184848.29828850852,-16817.632640586788,26572.359413202936,3510.5,23061.859413202936,0.1581399401754473,0.0208920198373529
1232849963170894971818913290506039176322619533319,psh_flag_number >,0.1771509791764113,5.892615775090403,0.19768768768768766,138,69,69,69622.56051344743,73444.83007334963,-3822.269559902197,15121.454767726162,2787.75,12333.704767726162,0.2171918794168089,0.0400409002403976
1236189254858718471128603624930063881324958313531,HTTPS >,0.2136964155238443,11.965610115695926,0.0,138,69,69,263271.3435207824,281284.0507334963,-18012.707212713896,58221.8924205379,1961.75,56260.1424205379,0.2211478531689945,0.00745143764515
565103970815292376991711972572924808853013487374,IGMP >,0.7696335078534031,3.6818453411363468,0.14756756756756756,26,14,12,192.8679706601467,212.05378973105132,-19.185819070904643,148.43765281173594,0.0,148.43765281173594,0.7696335078534031,0.0
708408391217891577256114269656040681679338993095,IRC >,2.0,3.694519408509794,0.032672672672672674,6,3,3,9.0880195599022,25.244498777506116,-16.156479217603913,18.1760391198044,0.0,18.1760391198044,2.0,0.0
