classe,predicado,alcance,betweenness,posicao_alcance,posicao_betweenness
Class DoS/DDoS,Header_Length > 21.4,0.4642149331545924,0.0042191872143715,274,167
Class DoS/DDoS,Tot sum > 2495.5,0.4575681212825309,0.0047279457558134,275,151
Class DoS/DDoS,Std <= 28.22,0.4538545204345691,0.0024034455233634,276,217
Class DoS/DDoS,Variance <= 398961.84,0.1094047818383176,0.0003157811636535,277,280
Class DoS/DDoS,Rate > 669.21,0.1064591224329605,5.263019394226468e-05,278,304
Class DoS/DDoS,Time_To_Live <= 95.87,0.0954734153987217,0.0003420962606247,279,278
Class DoS/DDoS,Tot size <= 970.98,0.0930716569664269,5.263019394226468e-05,280,304
Class DoS/DDoS,DNS <= 0.17,0.0799936039466994,0.0003596396586054,281,276
Class DoS/DDoS,Number > 11.0,0.0759268826770337,0.0043595343982175,282,162
Class DoS/DDoS,ack_flag_number <= 0.06,0.0717455512237414,0.005508626965957,283,129
Class DoS/DDoS,AVG <= 63.44,0.0696373892526223,0.001372770891994,284,250
Class DoS/DDoS,Header_Length <= 20.9,0.0680995213614982,6.140189293264212e-05,285,302
Class DoS/DDoS,AVG <= 63.4,0.0672221971194943,0.0,286,348
Class DoS/DDoS,Time_To_Live > 62.6,0.0635303723570045,0.0052016175012938,287,140
Class DoS/DDoS,Min > 48.0,0.0615679587162562,0.0003684113575958,288,274
Class DoS/DDoS,Rate > 1147.0,0.0399066706291617,0.0014210152364411,289,245
Class DoS/DDoS,IPv > 0.81,0.0354768910396199,0.0003684113575958,290,274
Class DoS/DDoS,Tot sum > 5965.0,0.0300649049489293,7.017359192301957e-05,291,297
Class DoS/DDoS,Tot size <= 62.99,0.0289689911678781,0.0,292,348
Class DoS/DDoS,Std <= 124.64,0.0259115059679768,0.0001052603878845,293,291
Class DoS/DDoS,Number > 10.5,0.0199690079655528,8.771698990377447e-06,294,332
Class DoS/DDoS,ARP <= 0.0,0.0191754152275503,0.0055919581063656,295,127
Class DoS/DDoS,Number > 12.5,0.0178663826879547,0.0013903142899748,296,246
Class DoS/DDoS,Number > 11.5,0.0175653799052682,0.0027630851819688,297,205
Class DoS/DDoS,Max <= 803.5,0.0165608655093248,4.824434444707596e-05,298,310
Class DoS/DDoS,Min <= 61.0,0.0141087756871561,0.0139031428997482,299,51
Class DoS/DDoS,AVG > 599.41,0.0133005879237157,4.385849495188723e-06,300,340
Class DoS/DDoS,AVG <= 666.06,0.0130883480054127,6.578774242783085e-05,301,299
Class DoS/DDoS,ack_count > 13.0,0.0128655034148632,0.0039472645456698,302,175
Class DoS/DDoS,IRC <= 0.0,0.0118792835432786,0.0,303,348
Class DoS/DDoS,ack_flag_number <= 0.81,0.0109441975264074,0.0013420699455277,304,259
Class DoS/DDoS,Time_To_Live <= 78.33,0.0109380749393922,0.005276176942712,305,137
Class DoS/DDoS,AVG <= 515.7,0.0104643507545919,0.0054033665780725,306,135
Class DoS/DDoS,Max <= 64.0,0.0101920797703696,0.0065963176407638,307,103
Class DoS/DDoS,Max > 803.5,0.0098941299112837,0.0002631509697113,308,281
Class DoS/DDoS,AVG <= 599.41,0.0096799858391242,0.0,309,348
Class DoS/DDoS,ack_count > 3.5,0.0096707580165893,3.070094646632106e-05,310,317
Class DoS/DDoS,Rate > 91.99,0.0096250583240355,0.0,311,348
Class DoS/DDoS,LLC > 0.86,0.0093930445003005,0.0,312,348
Class DoS/DDoS,Header_Length <= 24.74,0.0082892211570766,5.263019394226468e-05,313,304
Class DoS/DDoS,AVG > 63.4,0.0082808721747831,0.0054077524275676,314,134
Class DoS/DDoS,Telnet <= 0.0,0.0082804327546624,4.385849495188723e-06,315,340
Class DoS/DDoS,Variance > 322767.88,0.0073408060632104,0.0002368358727401,316,282
Class DoS/DDoS,Tot sum > 5878.0,0.0069076842975638,6.578774242783085e-05,317,299
Class DoS/DDoS,Number > 16.0,0.0066791858347945,4.385849495188723e-06,318,340
Class DoS/DDoS,LLC > 0.94,0.0066783069945531,0.0,319,348
Class DoS/DDoS,Max > 655.5,0.0066330467221199,4.3858494951887234e-05,320,311
Class DoS/DDoS,Tot sum > 26071.0,0.006502538946269,0.0013508416445181,321,258
Class DoS/DDoS,Protocol Type > 11.5,0.0062419628146879,0.0003552538091102,322,277
Class DoS/DDoS,Tot sum <= 35794.0,0.0060794139883685,0.0064910572528793,323,107
Class DoS/DDoS,Variance <= 0.02,0.0058517577474973,0.0,324,348
Class DoS/DDoS,AVG > 206.35,0.0056773079595753,0.0054296816750436,325,133
Class DoS/DDoS,Time_To_Live <= 78.17,0.005526147438051,7.017359192301957e-05,326,297
Class DoS/DDoS,Tot sum <= 6001.0,0.0054804477454972,0.0,327,348
Class DoS/DDoS,UDP <= 0.59,0.0053064373776959,5.263019394226468e-05,328,304
Class DoS/DDoS,UDP <= 0.97,0.0047624352682568,0.0013596133435085,329,253
Class DoS/DDoS,Tot sum > 35426.0,0.0046864155873739,0.0027016832890362,330,209
Class DoS/DDoS,Header_Length <= 7.98,0.0046763089245976,0.0013552274940133,331,257
Class DoS/DDoS,Std > 4.43,0.0044961466751064,0.000210520775769,332,283
Class DoS/DDoS,AVG <= 206.35,0.0044447345209833,0.0014604878818978,333,243
Class DoS/DDoS,Std > 90.03,0.0042606174904057,0.0013596133435085,334,253
Class DoS/DDoS,Tot size <= 985.99,0.0041446105785383,6.578774242783085e-05,335,299
Class DoS/DDoS,Max > 1505.0,0.0039798280332719,5.263019394226468e-05,336,304
Class DoS/DDoS,Std <= 626.26,0.0038299857721098,0.0002017490767786,337,285
Class DoS/DDoS,ack_count > 10.5,0.0035694096405286,3.070094646632106e-05,338,317
Class DoS/DDoS,Number > 13.0,0.0034252798409357,8.771698990377447e-06,339,332
Class DoS/DDoS,Variance > 19.97,0.0033721100063298,0.0001578905818267,340,288
Class DoS/DDoS,ARP > 0.0,0.00327324047917,0.0,341,348
Class DoS/DDoS,HTTP <= 0.82,0.0032512694731345,4.385849495188723e-06,342,340
Class DoS/DDoS,Std <= 1985.01,0.0031242770582492,0.0013596133435085,343,253
Class DoS/DDoS,Tot sum > 35794.0,0.0031176857564386,0.0027279983860073,344,206
Class DoS/DDoS,Tot sum > 6001.0,0.0030996695314895,8.771698990377447e-06,345,332
Class DoS/DDoS,Min > 77.0,0.0030886840284717,0.0001491188828364,346,289
Class DoS/DDoS,Tot size > 58.0,0.0029572974123794,0.0005306877889178,347,271
Class DoS/DDoS,Number > 12.0,0.0027863629854231,0.0,348,348
Class DoS/DDoS,Std <= 667.95,0.0027630737190255,5.263019394226468e-05,349,304
Class DoS/DDoS,Max > 64.0,0.0027501108254645,0.0013201406980518,350,266
Class DoS/DDoS,Tot sum > 4822.0,0.0026932059198326,0.0,351,348
Class DoS/DDoS,Variance > 0.02,0.0026611282510207,1.3157548485566167e-05,352,327
Class DoS/DDoS,ack_flag_number <= 0.63,0.0026532186888479,4.3858494951887234e-05,353,311
Class DoS/DDoS,Number > 22.0,0.0025213926526349,0.0013771567414892,354,248
Class DoS/DDoS,Std > 124.64,0.002445372971752,0.0001228037858652,355,290
Class DoS/DDoS,Variance <= 1.03,0.0023812176341284,8.771698990377447e-06,356,332
Class DoS/DDoS,psh_flag_number > 0.1,0.002377262853042,0.0,357,348
Class DoS/DDoS,Tot sum > 8559.0,0.0023381544622988,4.385849495188723e-06,358,340
Class DoS/DDoS,Tot sum > 14232.0,0.0023249718586774,1.7543397980754893e-05,359,324
Class DoS/DDoS,Tot sum > 15003.0,0.0023157440361425,4.385849495188723e-06,360,340
Class DoS/DDoS,Max > 195.5,0.0022480733375532,9.648868889415192e-05,361,292
Class DoS/DDoS,syn_flag_number > 0.0,0.00220281306512,0.0,362,348
Class DoS/DDoS,ack_flag_number > 0.59,0.002178644958481,8.771698990377447e-06,363,332
Class DoS/DDoS,Number > 21.5,0.0021303087452028,1.3157548485566167e-05,364,327
Class DoS/DDoS,Min <= 77.0,0.0021021858574774,8.333114040858574e-05,365,293
Class DoS/DDoS,Max <= 8369.0,0.002078457170959,0.0013771567414892,366,248
Class DoS/DDoS,Tot size <= 63.55,0.0020670322478206,0.0027236125365121,367,207
Class DoS/DDoS,Tot sum > 1337.0,0.0020591226856478,8.333114040858574e-05,368,293
Class DoS/DDoS,syn_flag_number > 0.1,0.0020213325552667,0.0040525249335543,369,170
Class DoS/DDoS,Std > 585.28,0.0019519041761945,6.140189293264212e-05,370,302
Class DoS/DDoS,Header_Length <= 7.18,0.0016302486478347,7.894529091339702e-05,371,295
Class DoS/DDoS,Std <= 12.13,0.0016153083637305,0.0,372,348
Class DoS/DDoS,Std <= 1032.24,0.0015621385291246,8.771698990377447e-06,373,332
Class DoS/DDoS,rst_count <= 9.5,0.00151599941645,0.0027148408375218,374,208
Class DoS/DDoS,Variance <= 372531.17,0.0013815368595127,3.070094646632106e-05,375,317
Class DoS/DDoS,ack_count > 22.0,0.001378021498547,0.0013815425909844,376,247
Class DoS/DDoS,Time_To_Live <= 87.6,0.0013266093444239,2.6315096971132334e-05,377,321
Class DoS/DDoS,TCP <= 0.3,0.0012905768945257,0.0,378,348
Class DoS/DDoS,Header_Length > 7.98,0.0012664087878867,0.0013639991930036,379,252
Class DoS/DDoS,ack_count > 12.5,0.001188631426521,4.385849495188723e-06,380,340
Class DoS/DDoS,Number > 62.0,0.0011240366687766,2.6315096971132334e-05,381,321
Class DoS/DDoS,AVG <= 593.51,0.0010893224792405,8.771698990377447e-06,382,332
Class DoS/DDoS,HTTPS <= 0.0,0.0010510929287387,1.3157548485566167e-05,383,327
Class DoS/DDoS,ack_flag_number <= 1.0,0.0010392285854795,1.7543397980754893e-05,384,324
Class DoS/DDoS,fin_count > 0.5,0.0010317584434274,4.3858494951887234e-05,385,311
Class DoS/DDoS,Rate > 1388.34,0.0010295613428239,8.771698990377447e-06,386,332
Class DoS/DDoS,syn_count > 9.5,0.0010106662776333,0.0013683850424988,387,251
Class DoS/DDoS,Number > 18.0,0.0009759520880972,4.385849495188723e-06,388,340
Class DoS/DDoS,AVG > 515.7,0.0009443138394061,0.0009955878354078,389,269
Class DoS/DDoS,Std <= 585.28,0.0009390407979576,3.5086795961509786e-05,390,315
Class DoS/DDoS,AVG > 74.74,0.0008151243239173,2.6315096971132334e-05,391,321
Class DoS/DDoS,ICMP <= 0.0,0.0006890107492735,3.070094646632106e-05,392,317
Class DoS/DDoS,Tot sum > 15087.0,0.0006332043939433,1.3157548485566167e-05,393,327
Class DoS/DDoS,syn_count > 10.5,0.0005360925472664,1.7543397980754893e-05,394,324
Class DoS/DDoS,Number > 21.0,0.0005053331388166,1.3157548485566167e-05,395,327
Class DoS/DDoS,Class DoS/DDoS,0.0,0.0,396,348
Class Reconnaissance,syn_count > 1.5,0.0045102081189691,0.0094734349096076,1,1
Class Reconnaissance,HTTPS <= 0.26,0.003946432104098,0.0081532942115558,2,2
Class Reconnaissance,Std <= 55.65,0.0033826560892268,0.0068243818145136,3,3
Class Reconnaissance,AVG <= 88.1,0.0028188800743557,0.005486697718481,4,4
Class Reconnaissance,Tot sum > 1377.0,0.0023895666164218,0.0019867898213204,5,7
Class Reconnaissance,cwr_flag_number <= 0.05,0.0022551040594845,0.0041402419234581,6,5
Class Reconnaissance,Header_Length <= 37.6,0.0016913280446134,0.0027850144294448,7,6
Class Reconnaissance,psh_flag_number <= 0.06,0.0011947833082109,0.0006359481768023,8,9
Class Reconnaissance,Tot sum <= 889.5,0.0011275520297422,0.0014210152364411,9,8
Class Reconnaissance,Rate > 62.35,0.0005637760148711,4.824434444707596e-05,10,10
Class Reconnaissance,Class Reconnaissance,0.0,0.0,11,11
Class Spoofing,SSH <= 0.05,0.6661626032733251,0.0236879731235142,1,1
Class Spoofing,ack_count <= 11.5,0.6329303940391988,0.0146004929694832,2,2
Class Spoofing,Tot size <= 90.95,0.6283176249817354,0.0072234941185758,3,5
Class Spoofing,syn_count <= 3.5,0.6043599548307071,0.0143417278492671,4,3
Class Spoofing,Tot sum > 618.0,0.5960640369387784,0.0069647289983596,5,6
Class Spoofing,Min <= 59.0,0.4945073882315557,0.0102804312167223,6,4
Class Spoofing,Time_To_Live <= 161.55,0.4695535055569573,0.004043753234564,7,8
Class Spoofing,Tot sum <= 14232.0,0.0054167318279942,0.0028201012254063,8,9
Class Spoofing,Std <= 605.79,0.0036111545519961,0.0014385586344219,9,11
Class Spoofing,UDP <= 0.75,0.0026839780972977,0.0040612966325447,10,7
Class Spoofing,UDP > 0.97,0.0022137985681378,0.0013596133435085,11,14
Class Spoofing,IGMP <= 0.0,0.0020129835729732,0.0027236125365121,12,10
Class Spoofing,Std <= 250.07,0.001805577275998,4.824434444707596e-05,13,16
Class Spoofing,Max <= 189.5,0.0013419890486488,0.0013771567414892,14,13
Class Spoofing,Tot sum > 3713.0,0.0013112296401991,0.0014297869354315,15,12
Class Spoofing,Rate > 3145.84,0.0011068992840689,8.771698990377447e-06,16,18
Class Spoofing,Rate > 397.62,0.0006709945243244,2.1929247475943617e-05,17,17
Class Spoofing,Max > 1498.5,0.0006556148200995,8.333114040858574e-05,18,15
Class Spoofing,Class Spoofing,0.0,0.0,19,19
