classe,predicado,alcance,betweenness,posicao_alcance,posicao_betweenness
Class DoS/DDoS,Header_Length <= 22.1,1.5042058211381375,0.0358192328272063,20,21
Class DoS/DDoS,Variance <= 11647.6,1.4647247261965977,0.0006841925212494,21,270
Class DoS/DDoS,HTTPS <= 0.2,1.4096748602339295,0.0355604677069901,22,22
Class DoS/DDoS,ack_count <= 1.5,1.3618500665740227,0.0201529784303921,23,39
Class DoS/DDoS,IPv > 0.91,1.3501252020607295,0.0371218301272773,24,18
Class DoS/DDoS,Variance <= 396943.52,1.33577000627485,0.035301702586774,25,23
Class DoS/DDoS,Tot size <= 958.05,1.3335976096678792,0.0001973632272834,26,286
Class DoS/DDoS,Tot size <= 721.5,1.2894054677645523,0.0015876775172583,27,241
Class DoS/DDoS,Rate <= 181063.55,1.2879077090996875,0.0022937992859837,28,218
Class DoS/DDoS,Time_To_Live > 59.27,1.218885757962403,0.0,29,348
Class DoS/DDoS,ack_count <= 0.5,1.1659137158955384,0.0105172670894625,30,77
Class DoS/DDoS,TCP > 0.1,1.1636845673533678,0.0,31,348
Class DoS/DDoS,Rate > 2316.01,1.1380494361054416,0.0042191872143715,32,167
Class DoS/DDoS,Tot sum <= 26071.0,1.1223481042724308,0.0053419646851398,33,136
Class DoS/DDoS,Time_To_Live > 57.54,1.1138696467542804,0.0044779523345876,34,158
Class DoS/DDoS,Max <= 348.5,1.11247118946752,0.0056007298053559,35,126
Class DoS/DDoS,Time_To_Live <= 82.45,1.1001435375340525,0.0058594949255721,36,120
Class DoS/DDoS,Time_To_Live > 61.2,1.0858986803260773,0.0032016701314877,37,191
Class DoS/DDoS,Variance <= 226.36,1.0841896699646163,0.0061182600457882,38,114
Class DoS/DDoS,AVG <= 74.75,1.080595191527889,0.0047367174548038,39,149
Class DoS/DDoS,Tot size > 59.4,1.0623133183507578,0.0063770251660044,40,110
