classe,predicado,lrc,cobertura,seletividade,lift
Spoofing,DNS <= 0.65,2.6884973848273788,0.9986,0.9996,0.999
Spoofing,Rate <= 736749.88,2.7125778327285426,0.9993,0.9994,1.0
Spoofing,Time_To_Live <= 195.55,2.733579631161952,0.9133,0.965,0.946
Spoofing,ece_flag_number <= 0.02,2.747253908336344,0.9944,0.9989,0.995
Spoofing,rst_flag_number > 0.74,1.8422486025562308,0.0,0.0395,0.0
Spoofing,Rate <= 47765.68,1.9605207859949554,0.9175,0.9524,0.963
Spoofing,ack_flag_number <= 1.0,2.0995019697554542,1.0,1.0,1.0
Spoofing,Tot sum <= 6311.5,1.2209065975138749,0.6091,0.6355,0.959
Spoofing,AVG <= 62.6,1.3051822539484992,0.0126,0.3327,0.038
Spoofing,LLC <= 1.0,1.4046044586773079,1.0,1.0,1.0
Spoofing,rst_flag_number > 0.99,0.00015204835381536536,0.0,0.0295,0.0
Spoofing,syn_count <= 1.5,2.2976190159061933,0.9839,0.8106,1.214
Spoofing,DNS <= 0.15,2.0594826473432244,0.9252,0.9492,0.975
Spoofing,Rate > 264.68,1.6249316034657437,0.658,0.7051,0.933
Spoofing,syn_flag_number <= 0.95,1.7143755374985559,1.0,0.9026,1.108
Spoofing,Rate <= 4187.46,1.2294075598530227,0.7517,0.5804,1.295
Spoofing,Header_Length > 0.04,1.3218605014088451,1.0,0.9262,1.08
Spoofing,fin_flag_number <= 0.04,1.4216827543516313,0.9503,0.8908,1.067
Spoofing,Min > 59.0,1.3689936359795754,0.7056,0.9942,0.71
Spoofing,ICMP <= 0.94,1.6848644297795075,1.0,0.9456,1.058
Spoofing,Time_To_Live <= 137.3,1.0994097679396997,0.8294,0.9033,0.918
Spoofing,syn_flag_number <= 0.02,1.188252202073493,0.9287,0.7459,1.245
Spoofing,DNS > 0.02,1.29858216103275,0.1126,0.1114,1.01
Spoofing,fin_flag_number <= 0.01,1.4433098150749286,0.9503,0.8801,1.08
Spoofing,IAT <= 0.01,1.6632899751130503,0.8,0.8098,0.988
Spoofing,Std <= 708.14,1.382192806043336,0.8329,0.8828,0.943
Spoofing,Time_To_Live > 136.1,1.1162949904314594,0.1783,0.0993,1.795
Spoofing,LLC > 0.94,1.2403058765893522,0.8706,0.8987,0.969
Spoofing,syn_flag_number <= 0.05,1.4094982346974645,0.9287,0.7533,1.233
Spoofing,Time_To_Live > 105.95,2.3523975703258153,0.2979,0.1748,1.705
Spoofing,Rate <= 377987.94,2.504681708425033,0.9881,0.9976,0.99
Spoofing,Max > 136.0,2.7676839886445808,0.8741,0.6391,1.368
Spoofing,fin_count <= 1.5,2.9331871963389067,0.9909,0.9288,1.067
Spoofing,ack_flag_number > 0.55,1.2171567591220616,0.6552,0.383,1.711
Spoofing,rst_count <= 2.5,1.4959998115883377,0.9965,0.9116,1.093
Spoofing,IAT > 0.01,1.2176419273036556,0.2,0.1902,1.052
Spoofing,Rate > 17.92,2.0919341426899574,0.9909,0.997,0.994
Spoofing,Header_Length > 6.24,2.239703981841532,0.9958,0.8359,1.191
Spoofing,IPv <= 0.94,2.4136978070911295,0.1294,0.1013,1.277
Spoofing,ack_flag_number <= 0.98,2.6235826889440323,0.5615,0.8444,0.665
Spoofing,Time_To_Live > 63.82,1.745597514817237,0.7524,0.864,0.871
Spoofing,Variance <= 1423311.38,1.9396803459694216,0.965,0.9607,1.005
Spoofing,Tot sum <= 1110.5,1.3605890977828197,0.2434,0.1698,1.433
Spoofing,IAT > 0.0,1.5818204814665833,1.0,1.0,1.0
Spoofing,AVG > 1223.3,1.9176208353511355,0.149,0.0612,2.434
Spoofing,Rate > 257.55,2.0158975804534056,0.6636,0.7076,0.938
Spoofing,AVG > 1126.5,2.1256849506949256,0.179,0.0663,2.699
Spoofing,Rate > 135.98,2.2494450311700236,0.7657,0.7788,0.983
Spoofing,Rate > 133.48,2.505238590499756,0.7699,0.7816,0.985
Spoofing,Header_Length <= 33.0,1.2698897866727432,0.9042,0.9783,0.924
Spoofing,rst_count <= 0.5,1.3919772859529032,0.9797,0.8838,1.109
Spoofing,Time_To_Live > 111.35,1.5714506418812482,0.279,0.1652,1.689
Spoofing,Variance <= 211346.09,1.741939856002172,0.628,0.7378,0.851
Spoofing,DNS <= 0.19,1.649175340814688,0.9252,0.9493,0.975
Spoofing,HTTPS <= 0.71,0.0031095190843394827,0.5329,0.8217,0.648
Spoofing,Tot size <= 3985.2,1.5196748701510805,1.0,1.0,1.0
Spoofing,Rate > 308.9,2.052677464441558,0.6287,0.6922,0.908
Spoofing,Tot sum > 13869.0,2.1869088900085942,0.1077,0.2682,0.402
Spoofing,AVG > 1382.0,2.3434534237976123,0.1084,0.0439,2.471
Spoofing,HTTP <= 0.02,2.529739999443717,0.8643,0.8479,1.019
Spoofing,psh_flag_number <= 0.75,1.5404680721027457,0.9615,0.9692,0.992
Spoofing,Variance > 195898.76,1.9270493732103269,0.4252,0.274,1.552
Spoofing,Max > 225.5,2.0257809021481585,0.7846,0.556,1.411
Spoofing,AVG <= 1126.5,2.136171434560448,0.821,0.9337,0.879
Spoofing,AVG <= 1119.3,1.270206917623791,0.8196,0.9333,0.878
Spoofing,Rate <= 15620.09,2.441126960833612,0.8909,0.7422,1.2
Spoofing,rst_count > 0.5,2.540483926643694,0.0203,0.1162,0.175
Spoofing,syn_flag_number <= 0.78,2.6498684137381057,1.0,0.8935,1.119
Spoofing,Rate <= 28316.94,2.7724531868122106,0.9119,0.8399,1.086
Spoofing,Rate > 51.68,0.8278346429220474,0.9133,0.9333,0.979
Spoofing,Time_To_Live > 87.15,0.8638978324535131,0.4608,0.2525,1.825
Spoofing,Std > 38.02,0.9041822546976723,0.7706,0.5334,1.445
Spoofing,ack_count > 4.5,0.949539182459416,0.6958,0.4712,1.477
Spoofing,Rate <= 6095.94,1.0010888631922001,0.7972,0.6224,1.281
Spoofing,AVG > 103.4,1.0603500178266754,0.7776,0.5263,1.478
Spoofing,Std <= 276.33,1.129467403551359,0.4734,0.7071,0.67
Spoofing,UDP <= 0.57,1.211679196283338,0.735,0.8661,0.849
Spoofing,fin_flag_number <= 0.02,2.4773128012834236,0.9503,0.8864,1.072
Spoofing,syn_flag_number <= 0.16,1.0190946933047256,0.9839,0.8373,1.175
Spoofing,AVG <= 230.2,1.106143447756578,0.4112,0.616,0.668
Spoofing,HTTP <= 0.45,1.216232952244379,0.9238,0.935,0.988
Spoofing,psh_flag_number <= 0.45,1.363033046439524,0.8776,0.9408,0.933
Spoofing,ack_flag_number > 0.39,1.0207442336836308,0.7266,0.4775,1.522
Spoofing,Header_Length > 11.68,1.107842872592577,0.7769,0.6934,1.12
Spoofing,Header_Length <= 28.54,1.2187498502122625,0.5329,0.7992,0.667
Spoofing,ack_count <= 63.0,0.0001701460839358597,1.0,0.947,1.056
Spoofing,fin_count > 98.5,1.4234577098291004,0.0,0.0302,0.0
Spoofing,ack_count <= 14.0,1.5183242675144246,1.0,0.9011,1.11
Spoofing,HTTP <= 0.0,1.6311239563645046,0.8643,0.8328,1.038
Spoofing,Header_Length <= 20.16,1.293795411907464,0.3699,0.6091,0.607
Spoofing,Variance <= 27.27,1.361971966742369,0.1615,0.3941,0.41
Spoofing,Std <= 0.8,1.4393972735767526,0.1294,0.3496,0.37
Spoofing,rst_count > 75.5,1.5283319183882333,0.0,0.0347,0.0
Spoofing,Header_Length <= 26.58,1.6319654290575252,0.4818,0.7568,0.637
Spoofing,Max <= 75.5,1.755069813735699,0.058,0.3258,0.178
Spoofing,rst_count > 50.5,1.9055179874378227,0.0,0.0381,0.0
Spoofing,DHCP <= 0.0,2.058938920936145,0.9916,0.9881,1.004
Spoofing,Std <= 576.73,1.171566747544838,0.6776,0.7606,0.891
Spoofing,Max <= 5030.0,1.25500479952889,0.9965,0.9811,1.016
Spoofing,Time_To_Live <= 99.85,1.3621034643087693,0.6629,0.8061,0.822
Spoofing,Rate > 46.57,0.015422777884101228,0.9196,0.946,0.972
Spoofing,Time_To_Live <= 118.05,1.36910076275223,0.7566,0.8617,0.878
Spoofing,TCP > 0.64,1.2135015251033758,0.6413,0.5824,1.101
Spoofing,AVG <= 363.55,1.2870132857010985,0.4923,0.6426,0.766
Spoofing,Time_To_Live <= 116.55,1.3718854030036851,0.7448,0.8572,0.869
Spoofing,AVG <= 675.3,1.4712766082992674,0.6573,0.7847,0.838
Spoofing,HTTPS > 0.12,1.589855176251477,0.6888,0.3696,1.864
Spoofing,Min > 61.0,1.3936788901141581,0.6273,0.3324,1.887
Spoofing,Rate > 2874.22,1.8724900757242606,0.2895,0.463,0.625
Spoofing,Rate <= 26123.79,0.008311320840484741,0.9105,0.8209,1.109
Spoofing,Tot sum <= 58678.0,0.008606971120445471,1.0,0.8719,1.147
Spoofing,Header_Length > 0.32,0.009009864289607646,1.0,0.8995,1.112
Spoofing,Rate <= 29551.98,0.009566289305736784,0.9126,0.8507,1.073
Spoofing,Time_To_Live <= 94.88,0.010129100529991969,0.6154,0.778,0.791
Spoofing,Tot size > 133.55,0.011310382094827036,0.7,0.4525,1.547
Spoofing,Max <= 205.0,1.2171122719390217,0.1769,0.413,0.428
Spoofing,Variance <= 2817.4,1.363715770147373,0.2692,0.5173,0.52
Spoofing,Variance <= 3035.84,1.219570099454781,0.2804,0.5281,0.531
Spoofing,DNS <= 0.06,1.3650169729498336,0.8874,0.8992,0.987
Spoofing,Time_To_Live > 169.85,2.133946811538863,0.1112,0.0535,2.078
Spoofing,Time_To_Live > 164.35,2.205952274604042,0.1217,0.0623,1.952
Spoofing,ack_count > 7.5,2.2835145539924775,0.5825,0.3467,1.68
Spoofing,Rate <= 105769.88,1.3054827761304737,0.921,0.988,0.932
Spoofing,Rate <= 55141.06,1.2176538837061512,0.9189,0.9684,0.949
Spoofing,Tot size <= 63.19,1.3640432935483506,0.0133,0.3363,0.04
Spoofing,Header_Length <= 20.3,1.4995297300713455,0.3699,0.6163,0.6
Spoofing,Time_To_Live <= 64.56,1.6020396856787757,0.3811,0.53,0.719
Spoofing,AVG <= 66.48,1.7235146540370063,0.0671,0.3607,0.186
Spoofing,rst_count > 30.5,1.871143240209282,0.0,0.0436,0.0
Spoofing,syn_flag_number <= 0.04,0.006648242290968417,0.9287,0.7511,1.236
Spoofing,ICMP > 0.99,1.363906585434456,0.0,0.0311,0.0
Spoofing,Min <= 76.0,1.3772407707462202,0.7406,0.8778,0.844
Spoofing,syn_count <= 0.5,1.5401752236027224,0.9287,0.6986,1.329
Spoofing,AVG <= 923.49,1.363261571578309,0.7462,0.871,0.857
Spoofing,Header_Length <= 1.35,1.5268445576471552,0.0,0.1207,0.0
Spoofing,Time_To_Live > 63.62,1.6858376299378783,0.7524,0.8733,0.862
Spoofing,UDP <= 0.04,2.650242110505849,0.4874,0.5874,0.83
Spoofing,fin_flag_number <= 0.0,1.1183802392062026,0.9503,0.8595,1.106
Spoofing,Time_To_Live > 63.92,1.2184383955648237,0.7517,0.8542,0.88
Spoofing,UDP <= 0.0,1.3485191187485268,0.4874,0.5096,0.957
Spoofing,Header_Length <= 0.32,0.009032855178968135,0.0,0.1005,0.0
Spoofing,Std <= 2.03,0.010148749820560925,0.1371,0.3709,0.37
Spoofing,Std <= 60.56,1.0463488158187648,0.2958,0.5453,0.542
Spoofing,Tot size <= 216.6,1.1105420611114425,0.3909,0.611,0.64
Spoofing,DHCP <= 0.05,1.3185118825244726,0.9916,0.9945,0.997
Spoofing,Header_Length > 13.8,1.300883698016788,0.751,0.6783,1.107
Spoofing,Tot sum > 633.0,1.464790915568246,0.986,0.9728,1.014
Spoofing,Min <= 82.0,1.7806830286982132,0.7685,0.8836,0.87
Spoofing,Rate > 181.63,1.886468123544277,0.7266,0.7427,0.978
Spoofing,ack_count > 5.5,2.0104615731338344,0.6545,0.4342,1.507
Spoofing,Time_To_Live > 98.55,2.205955893125589,0.358,0.2025,1.769
