classe,predicado,lrc,cobertura,seletividade,lift
Benign,TCP <= 0.79,1.1882129937962727,0.3007,0.5059,0.594
Benign,Tot sum <= 89005.0,1.2658818743055515,1.0,0.91,1.099
Benign,ack_count <= 7.5,1.3592256681952732,0.317,0.7281,0.435
Benign,rst_flag_number <= 0.75,1.3520773498071452,1.0,0.9534,1.049
Benign,DHCP <= 0.25,1.4398796937771725,0.9988,0.9997,0.999
Benign,AVG <= 586.67,1.3854566884556392,0.6152,0.7666,0.803
Benign,Min <= 91.0,0.001064886892771815,0.9208,0.8647,1.065
Benign,Time_To_Live <= 68.7,0.00070992459518121,0.2226,0.7388,0.301
Benign,Rate > 382.0,0.000354962297590605,0.3079,0.7775,0.396
Benign,syn_flag_number <= 0.75,0.0003884156775103066,1.0,0.8734,1.145
Benign,Tot sum > 784.5,1.6181464819495173,0.8666,0.9335,0.928
Benign,Header_Length > 9.8,1.6835003097172714,0.9915,0.654,1.516
Benign,Protocol Type <= 32.0,1.7562659676562689,1.0,0.9235,1.083
Benign,Std <= 395.64,1.8379912056709948,0.5166,0.7608,0.679
Benign,Tot size > 60.04,1.9308218420003636,0.9997,0.6709,1.49
Benign,DHCP <= 0.01,2.167409551717891,0.9909,0.9925,0.998
Benign,Rate > 164.81,1.0219869608906453,0.5051,0.8319,0.607
Benign,Tot size > 789.7,1.3364319121655361,0.3282,0.1722,1.906
Benign,Max <= 67.0,1.145293648641269,0.0544,0.3477,0.157
Benign,HTTP <= 0.05,1.2073712321468542,0.8451,0.8557,0.988
Benign,ack_count <= 0.5,1.283110642651272,0.0033,0.4605,0.007
Benign,UDP <= 0.15,1.04182843351466,0.6434,0.6738,0.955
Benign,syn_count > 2.5,1.0695467158953966,0.0015,0.1882,0.008
Benign,Max <= 124.5,1.1002708409227748,0.0826,0.4149,0.199
Benign,Rate <= 34001.9,1.1345452422164763,0.9936,0.8551,1.162
Benign,ack_count <= 13.0,1.2546322016834952,1.0,0.8826,1.133
Benign,Std > 65.7,1.0584716297204266,0.6924,0.3936,1.759
Benign,Min > 54.5,1.0950378727343915,1.0,0.9567,1.045
Benign,Tot sum > 1344.5,1.1371248431620196,0.6122,0.8231,0.744
Benign,AVG > 142.45,1.3588026634846806,0.5913,0.4257,1.389
Benign,fin_flag_number <= 0.09,1.3642029471183177,0.9062,0.8986,1.009
Benign,rst_count <= 7.5,0.003987149311970607,1.0,0.9232,1.083
Benign,rst_count <= 11.5,0.0032653377985966178,1.0,0.934,1.071
Benign,Std <= 798.16,0.002520611634004407,0.7347,0.9641,0.762
Benign,AVG <= 1715.35,0.0017185988413666409,0.9319,0.9921,0.939
Benign,HTTPS <= 0.13,0.0007780652911651924,0.0765,0.7635,0.1
Benign,Header_Length > 19.9,1.355169825377163,0.8745,0.5089,1.718
Benign,IGMP <= 0.05,1.2273771846502928,0.9961,0.9988,0.997
Benign,Std > 2.21,0.000790404652610984,0.9389,0.561,1.674
Benign,Std > 13.58,1.5410065665637938,0.9165,0.5152,1.779
Benign,HTTPS <= 0.06,0.005636620308437602,0.0493,0.7216,0.068
Benign,Tot size > 71.3,0.004697183590364668,0.9235,0.5726,1.613
Benign,Time_To_Live > 54.4,0.0037577468722917347,0.9822,0.9739,1.008
Benign,Std > 48.16,0.002818310154218801,0.7952,0.4525,1.757
Benign,Rate > 451.32,0.0018788734361458673,0.2786,0.7648,0.364
Benign,Time_To_Live <= 90.7,0.0009394367180729337,0.4223,0.8434,0.501
Benign,SSH <= 0.05,1.330612367630268,0.9758,0.9947,0.981
Benign,Max <= 719.5,1.322372932413407,0.4643,0.7139,0.65
Benign,Rate > 37.02,2.435605718544671,0.9586,0.9677,0.991
Benign,Tot size <= 1667.6,2.503761352143103,0.9238,0.9917,0.932
Benign,syn_flag_number > 0.04,0.0034550212048216475,0.1228,0.2646,0.464
Benign,Rate > 59.81,1.3847446440762405,0.859,0.934,0.92
Benign,Rate > 42.86,1.4022132370163476,0.9344,0.9581,0.975
Benign,Tot size <= 2680.5,1.4221469024720075,0.9897,0.9992,0.99
Benign,Time_To_Live > 53.9,1.4451404315052088,0.9828,0.975,1.008
Benign,HTTPS > 0.06,1.4719780366345747,0.9507,0.2784,3.415
Benign,Rate > 66.32,1.5036466158280595,0.8327,0.923,0.902
Benign,Rate <= 39896.36,2.1652727190839767,0.9943,0.8947,1.111
Benign,Max <= 120.0,1.4597208568720155,0.0796,0.4106,0.194
Benign,ack_flag_number <= 0.45,1.5153143085699468,0.0968,0.6648,0.146
Benign,DHCP <= 0.02,1.455140742835714,0.9909,0.9946,0.996
Benign,Min > 51.0,1.383938798841706,1.0,0.9766,1.024
Benign,Rate <= 100450.35,1.3583441297102359,0.9955,0.9746,1.021
Benign,LLC > 0.89,1.3259478327611423,0.9371,0.9678,0.968
Benign,Variance <= 336787.19,0.0018577594176719572,0.5783,0.8285,0.698
Benign,Tot size <= 3400.9,2.1503195725598796,0.9988,0.9999,0.999
Benign,Time_To_Live > 62.04,2.159196041052784,0.9371,0.9291,1.009
DoS/DDoS,Tot sum > 1963.0,1.4398978200525867,1.0,0.4567,2.19
DoS/DDoS,syn_count <= 16.5,1.5781027908698235,0.7961,1.0,0.796
DoS/DDoS,AVG <= 1254.45,1.1602779437538857,0.9988,0.8752,1.141
DoS/DDoS,ICMP <= 0.95,1.2419206579423885,0.9061,1.0,0.906
DoS/DDoS,Tot size > 65.19,1.3391628290061004,0.438,0.9418,0.465
DoS/DDoS,SSH <= 0.0,1.4583037346949017,0.995,0.9804,1.015
DoS/DDoS,AVG <= 3106.2,1.4775533708981359,1.0,0.9978,1.002
DoS/DDoS,Min > 64.0,1.652508074541949,0.2083,0.5067,0.411
DoS/DDoS,psh_flag_number <= 0.95,1.746042720757287,0.9517,0.9962,0.955
DoS/DDoS,Std <= 1267.27,2.6872983701854833,0.9994,0.9325,1.072
DoS/DDoS,Time_To_Live > 23.1,3.1526241464089626,1.0,0.9991,1.001
DoS/DDoS,ARP <= 0.0,2.1336979217253202,0.8103,0.8044,1.007
DoS/DDoS,Std <= 63.06,0.0003638740586347878,0.7187,0.3367,2.135
DoS/DDoS,ICMP <= 1.0,1.5060182937093896,1.0,1.0,1.0
DoS/DDoS,Tot size <= 417.53,0.0008178254558238544,0.6217,0.6526,0.953
DoS/DDoS,Variance > 2713.89,1.4775306088386033,0.2956,0.7301,0.405
DoS/DDoS,psh_flag_number > 0.14,0.9970608621169162,0.0861,0.459,0.188
DoS/DDoS,Tot size > 91.42,1.0510468822638617,0.4162,0.7632,0.545
DoS/DDoS,Rate <= 65.96,1.112909039398458,0.0007,0.1942,0.004
DoS/DDoS,ack_flag_number <= 0.97,1.1847080336390303,0.9444,0.684,1.381
DoS/DDoS,Tot sum <= 10099.5,1.269397830351676,0.5873,0.8176,0.718
DoS/DDoS,Variance <= 8613.71,1.3714993147809182,0.7492,0.446,1.68
DoS/DDoS,LLC > 0.65,1.4990303819230506,0.9999,0.994,1.006
DoS/DDoS,DNS <= 0.39,0.8855765295891717,0.9999,0.9812,1.019
DoS/DDoS,Variance <= 7902.01,0.00018838091807241842,0.7454,0.436,1.71
DoS/DDoS,Time_To_Live > 63.47,2.5977733589770673,0.8955,0.8473,1.057
DoS/DDoS,Max <= 10430.0,2.8463600358334324,0.9999,0.9958,1.004
DoS/DDoS,LLC > 0.97,1.5911527643191532,0.9592,0.8044,1.192
DoS/DDoS,rst_count > 71.5,0.00018879223012061144,0.0628,0.0,inf
DoS/DDoS,Header_Length > 26.84,1.21658385922687,0.044,0.4935,0.089
DoS/DDoS,Time_To_Live > 78.25,1.300451939927474,0.0175,0.6374,0.027
DoS/DDoS,AVG > 1139.33,1.406792965475001,0.0026,0.1502,0.018
DoS/DDoS,DNS <= 0.0,1.5084255213979136,0.8825,0.8029,1.099
DoS/DDoS,rst_flag_number > 0.8,1.4447925127603183,0.0621,0.0061,10.169
DoS/DDoS,syn_count <= 27.5,1.976761803802717,0.8051,1.0,0.805
DoS/DDoS,Std <= 1.2,1.8799815926693126,0.567,0.097,5.845
DoS/DDoS,IAT <= 0.03,2.0395060460507897,0.9999,0.9344,1.07
DoS/DDoS,ARP > 0.0,2.52047757236925,0.1897,0.1956,0.97
DoS/DDoS,syn_count <= 68.5,1.1023403661880702,0.8222,1.0,0.822
DoS/DDoS,Rate <= 26606.95,1.1844066476755548,0.6991,0.9664,0.723
DoS/DDoS,HTTP <= 0.98,1.2848240547435008,0.962,0.9642,0.998
DoS/DDoS,Header_Length > 0.38,1.4119702195244908,0.8188,1.0,0.819
DoS/DDoS,ARP <= 0.04,1.5821694570521272,0.9828,0.8044,1.222
DoS/DDoS,psh_flag_number <= 0.88,1.2368423583314894,0.9492,0.9936,0.955
DoS/DDoS,Variance > 3015.65,1.3534176070521302,0.2863,0.7077,0.405
DoS/DDoS,AVG > 66.28,1.88097976042689,0.4361,0.9024,0.483
DoS/DDoS,Time_To_Live <= 78.25,1.302303097650663,0.9825,0.3626,2.71
DoS/DDoS,Time_To_Live <= 233.2,0.002013920891969253,1.0,0.9856,1.015
DoS/DDoS,rst_flag_number <= 0.45,1.2732253929530677,0.9296,0.9764,0.952
DoS/DDoS,ack_flag_number > 0.45,1.374223270968876,0.1548,0.7865,0.197
DoS/DDoS,Time_To_Live <= 163.75,1.3815398062220816,0.9997,0.8585,1.164
DoS/DDoS,HTTPS <= 0.85,1.494619064937583,0.975,0.686,1.421
DoS/DDoS,Max <= 1589.0,1.8824463530096665,0.9666,0.8032,1.203
DoS/DDoS,Tot sum > 4294.0,1.6799960947821524,1.0,0.3453,2.896
DoS/DDoS,Tot size > 405.95,1.7549832468686477,0.3787,0.3511,1.079
DoS/DDoS,psh_flag_number <= 0.85,1.8385378486264972,0.9486,0.9936,0.955
DoS/DDoS,Max <= 3468.0,1.9324785397208304,0.9944,0.9299,1.069
DoS/DDoS,rst_count <= 37.5,2.039689500990574,0.9263,1.0,0.926
DoS/DDoS,DNS > 0.01,1.178694491044431,0.0518,0.1971,0.263
DoS/DDoS,IAT <= 0.05,1.261819811535116,0.9999,0.9844,1.016
DoS/DDoS,Time_To_Live > 62.73,2.0695441736457676,0.9659,0.8575,1.126
DoS/DDoS,HTTPS <= 0.62,2.1807748632983546,0.9728,0.546,1.782
DoS/DDoS,AVG <= 70.55,1.3898337810649908,0.5696,0.1137,5.009
DoS/DDoS,Time_To_Live <= 67.08,1.3511486837599065,0.9162,0.2715,3.374
DoS/DDoS,Std > 28.59,0.00023225420321301078,0.3341,0.8301,0.402
DoS/DDoS,Tot size <= 1023.85,2.264948851369439,0.9943,0.8188,1.214
DoS/DDoS,Rate <= 76011.32,2.3263428239342936,0.9779,0.9715,1.007
DoS/DDoS,Rate > 6789.05,2.242776756148947,0.6147,0.0839,7.325
DoS/DDoS,Variance <= 1209252.0,2.452737433854953,0.9984,0.9053,1.103
DoS/DDoS,ack_count > 84.5,0.03215966669615023,0.0707,0.0,inf
DoS/DDoS,Tot sum <= 54928.0,0.03922597803264309,0.6585,1.0,0.659
DoS/DDoS,Variance <= 544590.34,0.00434619730923993,0.9813,0.8042,1.22
DoS/DDoS,TCP > 0.45,2.6479499479393294,0.5231,0.839,0.623
DoS/DDoS,Max > 2920.0,2.789344761255141,0.0297,0.1619,0.184
DoS/DDoS,Variance > 994703.62,2.950165483696586,0.004,0.1161,0.034
DoS/DDoS,HTTP <= 0.22,3.136753615932234,0.9311,0.8896,1.047
DoS/DDoS,Min <= 72.5,3.044330277913458,0.8193,0.8912,0.919
DoS/DDoS,Header_Length > 18.2,2.770219841770139,0.4664,0.8192,0.569
DoS/DDoS,Rate <= 345216.05,3.0063520351552784,0.9997,0.9913,1.009
DoS/DDoS,rst_count <= 71.5,0.005483886434541915,0.9372,1.0,0.937
DoS/DDoS,Min > 72.5,2.6173659953109714,0.1807,0.1088,1.662
DoS/DDoS,Variance > 328116.17,2.77154368193995,0.2027,0.3115,0.651
DoS/DDoS,Rate <= 2770.98,2.1130601950022148,0.2253,0.8741,0.258
DoS/DDoS,ack_count <= 88.5,2.2625701166435923,0.9333,1.0,0.933
DoS/DDoS,fin_count <= 2.5,1.0528149282051569,0.9223,0.9974,0.925
DoS/DDoS,DNS > 0.03,1.3146694022209893,0.0172,0.1971,0.087
DoS/DDoS,Max > 343.5,1.450685445649971,0.4155,0.5702,0.729
DoS/DDoS,Tot size <= 1806.2,1.408925642662793,1.0,0.9628,1.039
DoS/DDoS,Min > 57.0,1.4240149665877875,0.9934,0.9408,1.056
DoS/DDoS,LLC > 0.82,1.5190615052596215,0.9993,0.9238,1.082
DoS/DDoS,Time_To_Live > 50.9,0.0017340915951819125,0.9997,0.9703,1.03
DoS/DDoS,Tot sum <= 665.5,2.851806447574734,0.0,0.0987,0.0
DoS/DDoS,Tot sum <= 667.5,3.005754435363314,0.0,0.0989,0.0
DoS/DDoS,Variance <= 994703.62,3.1832452270380105,0.996,0.8839,1.127
DoS/DDoS,Tot size <= 135.65,0.002724119695182592,0.5935,0.457,1.299
DoS/DDoS,Max > 1494.5,2.4574801661024046,0.2208,0.3531,0.625
DoS/DDoS,Max <= 2147.5,0.010187102601613414,0.9678,0.813,1.19
DoS/DDoS,Tot size > 65.75,0.0003597609381528573,0.4366,0.9372,0.466
DoS/DDoS,AVG > 1155.52,1.0240435409332787,0.0025,0.1488,0.017
DoS/DDoS,Max <= 5794.0,1.0630243829927202,0.9984,0.9729,1.026
DoS/DDoS,Variance <= 5373960.25,1.107247197406874,1.0,0.9872,1.013
DoS/DDoS,Time_To_Live > 55.25,1.1579129504553767,0.9993,0.9487,1.053
DoS/DDoS,syn_flag_number <= 0.18,1.516785130841091,0.7975,0.9084,0.878
DoS/DDoS,AVG > 1095.3,1.3722158189351799,0.0032,0.1587,0.02
DoS/DDoS,ARP <= 0.15,0.00042090932931755783,0.999,0.9238,1.081
DoS/DDoS,DHCP <= 0.15,2.4122969407861676,1.0,0.9971,1.003
DoS/DDoS,Max > 369.5,1.4315841871667483,0.412,0.5364,0.768
DoS/DDoS,Rate > 1511.89,2.1946905918154265,0.8733,0.1713,5.097
DoS/DDoS,Time_To_Live > 56.72,1.10962355659109,0.9988,0.9341,1.069
DoS/DDoS,HTTPS <= 0.38,1.1528698171669496,0.967,0.3615,2.675
DoS/DDoS,DNS <= 0.01,1.2029281444890134,0.9482,0.8029,1.181
DoS/DDoS,AVG <= 3036.5,1.0943358927754825,1.0,0.9977,1.002
DoS/DDoS,psh_flag_number > 0.09,1.1366416710467255,0.0935,0.6924,0.135
DoS/DDoS,syn_count <= 40.5,1.185412058189485,0.8141,1.0,0.814
DoS/DDoS,Time_To_Live <= 180.95,1.2424568086064394,0.9997,0.8991,1.112
DoS/DDoS,rst_flag_number <= 0.31,1.3104843324314066,0.9218,0.97,0.95
DoS/DDoS,Variance > 506013.73,1.2121985918339846,0.02,0.2213,0.09
DoS/DDoS,Rate > 42.76,0.0005174305566268611,0.9997,0.9062,1.103
DoS/DDoS,HTTP > 0.02,2.3043528452347104,0.0787,0.2212,0.356
DoS/DDoS,ack_count <= 83.5,2.4756175861786787,0.9283,1.0,0.928
DoS/DDoS,Header_Length > 18.48,1.5505960728298296,0.4663,0.808,0.577
DoS/DDoS,Std > 610.57,0.0005859825646590365,0.0387,0.2773,0.14
DoS/DDoS,Variance <= 328116.17,2.794815161046044,0.7973,0.6885,1.158
DoS/DDoS,Rate <= 1511.89,2.201321170855519,0.1267,0.8287,0.153
DoS/DDoS,Max <= 1494.5,2.4825836065808224,0.7792,0.6469,1.205
DoS/DDoS,Tot sum > 751.5,2.2781017572745865,1.0,0.8576,1.166
DoS/DDoS,fin_flag_number <= 0.99,2.3898788928207106,0.9535,1.0,0.953
DoS/DDoS,ack_count <= 84.5,2.6833286131677,0.9293,1.0,0.929
DoS/DDoS,LLC > 0.91,1.469819149391622,0.996,0.8044,1.238
DoS/DDoS,Rate <= 50012.57,1.40793413015418,0.9401,0.9705,0.969
DoS/DDoS,Max <= 13340.5,1.8515030098955363,1.0,0.9987,1.001
DoS/DDoS,fin_flag_number <= 0.13,1.970387005538778,0.9386,0.9594,0.978
DoS/DDoS,Header_Length <= 10.3,0.0300809649726859,0.5131,0.0489,10.5
DoS/DDoS,Tot sum > 54928.0,0.032625976769041325,0.3415,0.0,inf
DoS/DDoS,Time_To_Live <= 80.88,0.03787400512337653,0.985,0.4013,2.455
DoS/DDoS,Time_To_Live <= 144.8,1.425371913792488,0.9993,0.8096,1.234
DoS/DDoS,Variance <= 2073745.44,2.625986670510967,0.9999,0.9535,1.049
DoS/DDoS,DNS <= 0.03,1.4416096916640637,0.9828,0.8029,1.224
DoS/DDoS,ece_flag_number <= 0.0,1.5731910752991383,0.9984,0.9971,1.001
DoS/DDoS,Max > 59.0,1.5878066937717623,1.0,0.9994,1.001
DoS/DDoS,psh_flag_number <= 0.7,1.5151577653960324,0.946,0.9895,0.956
DoS/DDoS,Variance > 8613.71,1.5091141521777909,0.2508,0.554,0.453
DoS/DDoS,rst_flag_number <= 0.8,1.591715289507358,0.9379,0.9939,0.944
DoS/DDoS,Tot size <= 1180.1,2.0080693906442613,0.9976,0.8535,1.169
DoS/DDoS,ack_flag_number > 0.2,0.9481993291693521,0.174,0.8887,0.196
DoS/DDoS,Min <= 222.5,0.005034802229923133,0.8753,0.952,0.919
DoS/DDoS,Variance <= 3015.65,1.5538027891190622,0.7137,0.2923,2.442
DoS/DDoS,rst_count <= 75.5,2.3014566105752166,0.9374,1.0,0.937
DoS/DDoS,Min <= 505.5,2.373700074015127,0.914,0.9549,0.957
DoS/DDoS,Tot sum > 556.0,2.3250677902616497,1.0,0.9985,1.001
DoS/DDoS,psh_flag_number <= 0.27,2.1642514188519515,0.9291,0.7323,1.269
DoS/DDoS,AVG <= 2845.5,1.2597917684431368,1.0,0.9962,1.004
DoS/DDoS,rst_count <= 17.5,3.2274232663054714,0.9086,1.0,0.909
DoS/DDoS,Tot sum > 667.5,3.206690765832664,1.0,0.9011,1.11
DoS/DDoS,Tot size <= 1859.12,3.039901488853837,1.0,0.9658,1.035
DoS/DDoS,Time_To_Live <= 81.01,0.03332084603750613,0.9851,0.4046,2.435
DoS/DDoS,Tot size <= 1390.95,0.028684902240983533,0.9994,0.9011,1.109
DoS/DDoS,Time_To_Live <= 81.64,0.023904085200819613,0.9862,0.4132,2.387
DoS/DDoS,Rate <= 104440.07,0.018833521673373026,0.9891,0.9727,1.017
DoS/DDoS,Time_To_Live <= 89.05,0.01303859192771979,0.9907,0.4865,2.037
DoS/DDoS,HTTP <= 0.99,3.1133202048943547,0.9694,0.9642,1.005
DoS/DDoS,AVG > 54.4,2.632160783613519,1.0,0.9993,1.001
DoS/DDoS,Std <= 2264.37,2.3608031819003856,1.0,0.9859,1.014
DoS/DDoS,Std <= 2727.3,2.0002319837673155,1.0,0.9932,1.007
Reconnaissance,AVG > 94.35,1.5367109054004702,0.6402,0.5687,1.126
Reconnaissance,syn_count <= 40.0,1.633510656312889,1.0,0.8905,1.123
Reconnaissance,Tot size > 70.6,1.7956860298346329,0.7967,0.6337,1.257
Reconnaissance,AVG <= 74.44,1.8116822609875542,0.2238,0.3781,0.592
Reconnaissance,HTTPS <= 0.99,1.9950735695484914,0.943,0.8702,1.084
Reconnaissance,fin_count <= 4.5,1.786564041315108,0.9995,0.9588,1.042
Reconnaissance,Header_Length <= 34.34,0.0009238068602415977,0.9808,0.9761,1.005
Reconnaissance,Std <= 586.21,0.0007698390502013314,0.8771,0.7764,1.13
Reconnaissance,Variance <= 343669.31,0.000615871240161065,0.8771,0.7766,1.129
Reconnaissance,Variance <= 3115267.62,0.00046190343012079884,0.9921,0.9847,1.007
Reconnaissance,Time_To_Live <= 63.82,0.0003079356200805325,0.2023,0.1376,1.471
Reconnaissance,Tot sum <= 93508.0,0.00015396781004026625,1.0,0.9722,1.029
Reconnaissance,AVG > 65.85,0.00015396781004026625,0.8336,0.6613,1.261
Reconnaissance,HTTPS > 0.34,1.6186916098340072,0.3612,0.3334,1.083
Reconnaissance,Tot size > 135.65,0.0008785625349403618,0.3393,0.5004,0.678
Reconnaissance,Variance > 7189.01,1.6345928313829796,0.4294,0.4157,1.033
Reconnaissance,ack_flag_number > 0.34,0.00038252020481953955,0.7696,0.4562,1.687
Reconnaissance,Tot size <= 64.5,0.00017247685220895368,0.1584,0.3343,0.474
Reconnaissance,Header_Length > 19.62,1.1054506578969583,0.7178,0.6043,1.188
Reconnaissance,rst_count <= 34.5,2.196337098282827,1.0,0.9555,1.047
Reconnaissance,rst_count > 61.0,0.0001816628212852652,0.0,0.0383,0.0
Reconnaissance,psh_flag_number > 0.19,1.6575612544066893,0.5159,0.2258,2.284
Reconnaissance,Time_To_Live <= 89.75,1.7567852173286966,0.5505,0.7745,0.711
Reconnaissance,Max <= 420.5,1.8162799843428623,0.6864,0.507,1.354
Reconnaissance,rst_flag_number <= 0.12,1.7309526734786649,0.8509,0.9402,0.905
Reconnaissance,Tot size <= 70.6,1.903891728640651,0.2033,0.3663,0.555
Reconnaissance,HTTPS <= 0.34,1.9439941168748576,0.6388,0.6666,0.958
Reconnaissance,Number > 55.0,0.9609167533877248,0.0,0.588,0.0
Reconnaissance,Max > 1261.0,1.0305104482415635,0.1607,0.3384,0.475
Reconnaissance,Tot size > 152.6,1.1157018071691827,0.2808,0.4855,0.578
Reconnaissance,ICMP <= 0.14,1.2235136097335222,0.9776,0.9249,1.057
Reconnaissance,ack_flag_number <= 0.11,1.3673386934158993,0.0953,0.511,0.187
Reconnaissance,HTTP <= 0.92,0.0015706636080332062,0.972,0.9524,1.021
Reconnaissance,Variance <= 587756.41,0.0013743306570290553,0.9117,0.9053,1.007
Reconnaissance,Tot sum <= 93960.0,0.0011779977060249046,1.0,0.9864,1.014
Reconnaissance,syn_flag_number <= 0.46,0.0009816647550207537,0.885,0.8918,0.992
Reconnaissance,UDP <= 0.44,0.0007853318040166031,0.8206,0.7931,1.035
Reconnaissance,Tot sum > 1044.5,0.0005889988530124523,0.5509,0.8945,0.616
Reconnaissance,fin_count > 2.5,0.00039266590200830154,0.0061,0.0462,0.131
Reconnaissance,AVG <= 469.15,0.00019633295100415077,0.885,0.5995,1.476
Reconnaissance,ICMP > 0.14,0.0006128549518076494,0.0224,0.0751,0.299
Reconnaissance,DNS <= 0.11,0.00040856996787176625,0.8388,0.966,0.868
Reconnaissance,Tot sum > 49874.0,0.00020428498393588313,0.0,0.218,0.0
Reconnaissance,Rate <= 33955.21,1.1612430954549227,0.9631,0.8742,1.102
Reconnaissance,ICMP <= 0.06,1.2255697199309628,0.8785,0.8983,0.978
Reconnaissance,Header_Length > 17.0,1.2996986454745365,0.8164,0.6263,1.304
Reconnaissance,Variance <= 865.58,1.3864715580220464,0.2327,0.4561,0.51
Reconnaissance,Std <= 52.09,1.4902621322644516,0.3458,0.5117,0.676
Reconnaissance,Min <= 77.5,1.3949584712840406,0.9748,0.8439,1.155
Reconnaissance,IPv > 0.88,1.4923807000914033,0.8893,0.9737,0.913
Reconnaissance,DNS <= 0.16,1.6098894381676023,0.8388,0.9667,0.868
Reconnaissance,HTTP <= 0.01,1.7555554530171447,0.6192,0.8882,0.697
Reconnaissance,DNS <= 0.45,0.008857399301813305,0.993,0.9984,0.995
Reconnaissance,AVG > 572.81,0.000288192641767266,0.0991,0.3311,0.299
Reconnaissance,Header_Length > 20.6,2.758031215635643,0.6575,0.3552,1.851
Reconnaissance,Max > 91.5,1.8164114101522957,0.8182,0.6642,1.232
Reconnaissance,Variance <= 1866.54,1.9252754109259604,0.2836,0.4817,0.589
Reconnaissance,Time_To_Live <= 98.55,2.3556795504397976,0.6397,0.8075,0.792
Reconnaissance,IRC <= 0.05,2.3317138221379174,0.9972,0.9997,0.998
Reconnaissance,IGMP <= 0.06,1.8028922961391034,0.9953,0.9987,0.997
Reconnaissance,HTTP <= 0.25,1.9328659332050666,0.8201,0.9271,0.885
Reconnaissance,AVG > 70.55,1.4561933751284994,0.7977,0.6341,1.258
Reconnaissance,Std <= 13.58,0.0014888125104427885,0.1935,0.4238,0.457
Reconnaissance,Protocol Type > 11.5,0.0015352907718886035,0.1495,0.2687,0.557
Reconnaissance,Variance <= 7189.01,1.65338224468785,0.5706,0.5843,0.976
Reconnaissance,AVG <= 102.35,1.1575603273928192,0.4308,0.4478,0.962
Reconnaissance,SSH <= 0.25,1.2561726928603112,0.9986,0.9997,0.999
Reconnaissance,AVG <= 1970.0,0.00045833872570312566,0.9879,0.9856,1.002
Reconnaissance,AVG <= 572.81,0.002508043765865175,0.9009,0.6689,1.347
Reconnaissance,AVG > 644.55,1.6622917247774414,0.0907,0.2662,0.341
Reconnaissance,Tot sum > 3659.0,1.1202200765183363,0.1393,0.7807,0.178
Reconnaissance,Variance > 378788.98,1.1801969251775932,0.1136,0.1633,0.695
Reconnaissance,Variance > 448659.94,0.0005889988530124523,0.1089,0.1494,0.729
Reconnaissance,ARP <= 0.35,1.3986016270530128,0.9869,0.9988,0.988
Reconnaissance,Variance > 2762.47,1.4596410744326156,0.6467,0.4853,1.333
Reconnaissance,Std > 52.09,1.5316978539329515,0.6542,0.4883,1.34
Reconnaissance,AVG > 98.38,1.4042080948810642,0.6126,0.5605,1.093
Reconnaissance,Time_To_Live <= 121.8,1.4652063080030027,0.815,0.8688,0.938
Reconnaissance,UDP <= 0.92,1.4529786889806864,0.9939,0.8845,1.124
Reconnaissance,syn_count <= 45.5,1.5150689540027305,1.0,0.8916,1.122
Reconnaissance,Rate <= 37203.34,1.5898745220361157,0.964,0.8958,1.076
Reconnaissance,fin_count <= 27.5,1.6825697892029692,1.0,0.9659,1.035
Reconnaissance,Variance <= 378788.98,1.5407410215312982,0.8864,0.8367,1.059
Reconnaissance,Max <= 87.5,0.0013789921935752434,0.1804,0.3324,0.543
Reconnaissance,psh_flag_number <= 0.19,1.7360568414856623,0.4841,0.7742,0.625
Reconnaissance,Time_To_Live > 45.15,1.8563279516218176,0.9836,0.9979,0.986
Reconnaissance,Header_Length <= 36.76,1.8851035042379012,0.9832,0.9809,1.002
Reconnaissance,Max <= 91.5,1.9038406930548222,0.1818,0.3358,0.541
Reconnaissance,Std <= 43.13,1.7688808145601047,0.2836,0.4817,0.589
Reconnaissance,Protocol Type > 3.5,1.7826391825437842,0.9869,0.9306,1.06
Reconnaissance,Rate > 62.81,1.798395876106139,0.7294,0.9422,0.774
Reconnaissance,Variance <= 2336.82,1.9299694171357065,0.3126,0.4933,0.634
Reconnaissance,Tot sum > 1920.5,2.1904370229345633,0.2276,0.8212,0.277
Reconnaissance,AVG <= 1095.3,1.4289192325821973,0.9584,0.9112,1.052
Reconnaissance,HTTP <= 0.31,0.030206448335261687,0.8813,0.9348,0.943
Reconnaissance,DNS <= 0.2,0.022374050082880147,0.9537,0.9872,0.966
Reconnaissance,Rate <= 294340.75,2.1615794719768835,0.9804,0.9925,0.988
Reconnaissance,psh_flag_number <= 0.3,0.004307808184741911,0.8458,0.9007,0.939
Spoofing,IAT <= 0.08,1.5065482505136887,0.9986,0.9994,0.999
Spoofing,syn_flag_number <= 0.01,1.5014338999305712,0.9287,0.7356,1.262
Spoofing,ack_flag_number > 0.82,1.6240702839371683,0.521,0.231,2.256
Spoofing,Header_Length <= 36.96,1.776715976841121,0.9168,0.9895,0.927
Spoofing,AVG <= 1383.95,2.533621120622801,0.8916,0.9562,0.932
Spoofing,ICMP <= 0.02,1.451084725656318,0.9266,0.8839,1.048
Spoofing,fin_flag_number <= 0.15,2.6932996700955028,0.9909,0.9446,1.049
Spoofing,Telnet <= 0.0,2.0994669175209735,1.0,0.9989,1.001
Spoofing,Max > 705.5,1.28226575329318,0.6371,0.3137,2.031
Spoofing,Min <= 61.0,2.179764396161115,0.3727,0.6676,0.558
