classe,cobertura,seletividade,lift
DoS/DDoS,0.9977921695613777,0.6220186154741129,1.6041194664260072
DoS/DDoS,0.6722107742125405,0.9904013961605584,0.6787255922886092
DoS/DDoS,0.7742125404768914,0.6071844095404305,1.2750863301363125
DoS/DDoS,1.0,0.95826061663758,1.0435574442252238
DoS/DDoS,0.008389755666764793,0.5442117510180338,0.015416344191521837
DoS/DDoS,0.7852516926700029,0.7150959860383944,1.0981066989625667
DoS/DDoS,0.9966146599941125,0.5983129726585223,1.6657079246765965
DoS/DDoS,0.9997056226081837,0.0,
DoS/DDoS,0.6554312628790109,0.04813845258871437,13.61554490500326
DoS/DDoS,0.9269944068295555,0.7322571262361838,1.2659411204290019
DoS/DDoS,0.21563143950544597,0.28519488074461896,0.7560845375009926
DoS/DDoS,0.9917574330291433,0.8091913903432228,1.2256154042969787
DoS/DDoS,0.9992640565204592,0.8947062245491565,1.1168627523788488
DoS/DDoS,0.8815130997939358,0.6945898778359512,1.2691130808591085
DoS/DDoS,0.07609655578451575,0.44575334496800467,0.17071449186764448
DoS/DDoS,0.976155431262879,0.7821407795229784,1.248055921413826
DoS/DDoS,1.0,0.9464805119255381,1.0565457897971728
DoS/DDoS,0.5937591992934943,0.462478184991274,1.2838642309251782
DoS/DDoS,0.1792758316161319,0.2370564281559046,0.7562580479708729
DoS/DDoS,0.989549602590521,0.9387725421756835,1.0540887788400346
DoS/DDoS,1.0,0.9755671902268761,1.0250447227191413
DoS/DDoS,0.7693553135119223,0.5610820244328097,1.37119936125142
DoS/DDoS,0.5594642331468943,0.2094240837696335,2.6714417132764203
DoS/DDoS,0.01663232263762143,0.17306573589296104,0.09610407601368483
DoS/DDoS,0.9998528113040919,0.29682955206515416,3.368440926274834
DoS/DDoS,0.5946423314689432,0.9037230948225713,0.6579917398101791
DoS/DDoS,0.38151309979393583,0.3743455497382199,1.0191468819670175
DoS/DDoS,0.4277303503090963,0.8773996509598604,0.48749774386297795
DoS/DDoS,0.05490138357374154,0.8256253635834788,0.06649672599137692
DoS/DDoS,0.044745363556078895,0.5157068062827225,0.08676512121026467
DoS/DDoS,0.00014718869590815426,1.0,0.00014718869590815426
DoS/DDoS,0.036797173977038564,0.7001163467132053,0.05255865564314856
DoS/DDoS,0.7843685604945541,0.7149505526468877,1.0970948376648808
DoS/DDoS,0.5497497792169561,0.09700407213496219,5.667285580053658
DoS/DDoS,0.822490432734766,1.0,0.822490432734766
DoS/DDoS,0.9998528113040919,0.29799301919720766,3.355289375562194
DoS/DDoS,1.0,0.9633507853403142,1.0380434782608696
DoS/DDoS,0.9437739181630851,0.964805119255381,0.9782016070680394
DoS/DDoS,0.9474536355607889,0.3148632926119837,3.0090952416240113
DoS/DDoS,0.9998528113040919,0.9844386271087842,1.0156578417088102
DoS/DDoS,0.9982337356491021,0.9744037230948226,1.0244559949736158
DoS/DDoS,0.40432734765969974,0.07795229784758581,5.186856049455401
DoS/DDoS,0.5428319105092729,0.9473531122745782,0.572998498105889
DoS/DDoS,0.38695908154253755,0.4489528795811518,0.8619146889169058
DoS/DDoS,1.0,0.3344968004653869,2.9895652173913043
DoS/DDoS,0.09214012363850456,0.641215823152996,0.14369596056664943
DoS/DDoS,0.7843685604945541,0.714805119255381,1.0973180512635918
DoS/DDoS,0.989549602590521,0.9387725421756835,1.0540887788400346
DoS/DDoS,0.45922873123344127,0.7031704479348458,0.6530830932701431
DoS/DDoS,0.4053576685310568,0.09627690517742873,4.210331312416233
DoS/DDoS,1.0,0.9511343804537522,1.0513761467889908
DoS/DDoS,0.9986753017368266,0.9233566026759744,1.0815705425645645
DoS/DDoS,1.0,0.9633507853403142,1.0380434782608696
DoS/DDoS,0.015160435678539887,0.16826643397324026,0.09009780097289564
DoS/DDoS,0.7899617309390639,0.4853112274578243,1.6277425417851374
DoS/DDoS,0.38651751545481305,0.43717277486910994,0.8841298856511293
DoS/DDoS,1.0,0.4328097731239092,2.310483870967742
DoS/DDoS,0.041654400942007654,0.7613438045375218,0.0547116830711069
DoS/DDoS,0.2493376508684133,0.8830715532286213,0.28235271531146405
DoS/DDoS,0.98086546953194,0.7968295520651542,1.2309602059685378
DoS/DDoS,0.8744480423903445,0.9136125654450262,0.9571322412410074
DoS/DDoS,1.0,0.9898196625945317,1.0102850426094623
DoS/DDoS,0.5818369149249337,0.7754508435136708,0.750320822772664
DoS/DDoS,0.7742125404768914,0.6071844095404305,1.2750863301363125
DoS/DDoS,0.6239328819546659,0.6614310645724258,0.9433074969921466
DoS/DDoS,0.4390638798940241,0.9451716114019779,0.4645335033314833
DoS/DDoS,0.5497497792169561,0.09700407213496219,5.667285580053658
DoS/DDoS,1.0,1.0,1.0
DoS/DDoS,1.0,0.9771669575334497,1.023366572406608
DoS/DDoS,0.041654400942007654,0.7613438045375218,0.0547116830711069
DoS/DDoS,0.9998528113040919,0.9662594531704479,1.034766395323139
DoS/DDoS,0.47350603473653224,0.9269924374636417,0.5107981636097263
DoS/DDoS,0.9982337356491021,0.6957533449680047,1.4347523340976642
DoS/DDoS,1.0,0.997673065735893,1.0023323615160349
DoS/DDoS,0.9992640565204592,0.8206806282722513,1.2176040497314686
DoS/DDoS,0.0,0.6266724840023269,0.0
DoS/DDoS,0.9880777156314395,0.8043920884235021,1.2283533488847909
DoS/DDoS,0.38651751545481305,0.43717277486910994,0.8841298856511293
DoS/DDoS,1.0,0.9970913321698662,1.0029171528588097
DoS/DDoS,0.8191050927288784,1.0,0.8191050927288784
DoS/DDoS,0.8102737709743891,0.8043920884235021,1.0073119597215512
DoS/DDoS,0.4177215189873418,0.22164048865619546,1.884680554171235
DoS/DDoS,0.6124521636738298,0.5455206515415939,1.1226929025383243
DoS/DDoS,0.9474536355607889,0.3148632926119837,3.0090952416240113
DoS/DDoS,0.9071239328819547,0.20186154741128562,4.493792624276888
DoS/DDoS,0.9384751251103916,0.8513670738801629,1.1023155039731898
