Node,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight,Inlier-Outlier Propagation Score,Label
1454952188391427871478129207189215566009723810659,140,70,70,102649.43337408314,104788.652200489,-2139.218826405864,13122.090464547678,9808.75,3313.3404645476785,0.12783402726371731,0.09555581241500069,0.032278214848716624,Std >
1455733501014453866297060548284701359849809242142,130,65,65,298219.32273838634,300228.02750611247,-2008.704767726129,23395.591687041568,3613.75,19781.841687041568,0.07845095841615002,0.012117759395390256,0.06633319902075976,DHCP <=
153155765823982001952501641876618811106762500815,142,71,71,175856.96515892423,175478.2976772616,378.66748166261823,16622.997555012225,2684.5,13938.497555012225,0.09452567056408488,0.01526524694415136,0.07926042361993352,ack_flag_number >
160227321490815016489601533331665083666172936667,119,59,60,123112.62408312959,139794.69376528118,-16682.06968215159,8801.24205378973,7021.0,1780.2420537897306,0.07148935472163155,0.05702908253550989,0.014460272186121663,IGMP <=
161772624339136553719839337862344762258727720981,139,69,70,107139.41992665037,109967.3086797066,-2827.888753056235,8577.070904645478,7434.0,1143.0709046454776,0.08005523000327516,0.06938622595763029,0.010669004045644873,ack_flag_number <=
171982518954274878349485416184092168691833932185,148,74,74,1401958.2885085575,1020872.3838630808,381085.9046454767,0.0,0.0,0.0,0.0,0.0,0.0,Class 1
207766774224049171901964708681563529125144087827,126,63,63,43716.90831295844,51937.7793398533,-8220.871026894863,3145.4645476772616,7950.25,-4804.785452322738,0.07195075473223463,0.1818575536743391,-0.10990679894210446,HTTP >
215123608059624622405742600984392925785664489773,143,71,72,361461.5886308069,385859.38691931544,-24397.79828850855,41263.64792176039,11047.75,30215.897921760392,0.11415776729711287,0.03056410514281244,0.08359366215430043,Variance <=
218607780770691257170847497927336330511308420255,140,70,70,104978.23838630808,115299.956601467,-10321.718215158922,17336.911980440098,13009.5,4327.411980440098,0.16514767486040505,0.12392568402726008,0.04122199083314497,ack_count >
223165296026140232481876277255273629987157553131,140,70,70,110921.29828850857,114379.54217603912,-3458.2438875305525,17624.699266503667,12596.5,5028.199266503667,0.15889373401185283,0.1135625005689732,0.045331233442879634,Header_Length >
328762230998630318210090741851512569814964725689,148,74,74,272557.78484107583,281897.23960880196,-9339.454767726129,30630.665036674818,13216.0,17414.665036674818,0.1123822790625301,0.04848880030231403,0.06389347876021606,size <=
335418722972519651500040442315750311827115323662,143,71,72,79885.45904645477,84165.41136919316,-4279.952322738391,7744.002444987776,19411.0,-11666.997555012225,0.0969388238788802,0.24298539723871612,-0.14604657335983592,Rate >
337274849629170698169636561573185333120886675912,21,13,8,603.091075794621,1119.088630806846,-515.9975550122249,123.19315403422983,619.5,-496.30684596577015,0.20426956885726247,1.027208036835496,-0.8229384679782337,ece_flag_number >
338730224709676774412755851787278702947952010784,144,72,72,265433.53484107583,282770.4468215159,-17336.911980440083,31797.9706601467,8156.75,23641.2206601467,0.11979635760487173,0.03072991513632114,0.08906644246855058,sum <=
371266811264664269299964157380215767396824640058,126,63,63,25263.68459657702,26248.724938875304,-985.0403422982854,1937.7677261613692,5988.5,-4050.732273838631,0.07670170670290578,0.23703984971421718,-0.16033814301131138,ICMP >
378316838538499851440768051160724422589084218125,144,73,71,430008.4810513448,459636.9394865526,-29628.45843520784,45597.623471882645,15384.25,30213.373471882645,0.10603889337344977,0.035776619945696045,0.07026227342775372,IAT <=
40351198695966294513339726256484683518911283460,137,68,69,270027.2762836186,272043.04951100243,-2015.7732273838483,21357.855745721274,5575.5,15782.355745721274,0.07909517897476553,0.02064791408014599,0.058447264894619544,fin_flag_number <=
417610515582391639059962073933335223318558562917,140,70,70,265222.9957212714,273068.73349633254,-7845.737775061163,32580.55012224939,5988.5,26592.05012224939,0.12284210135567958,0.02257911303548296,0.10026298832019662,fin_count <=
426624906449189252299067265451872698344494536313,70,34,36,54056.55012224939,62169.122249388754,-8112.572127139363,764.4034229828851,12493.25,-11728.846577017115,0.014140810341284815,0.23111445276745185,-0.21697364242616704,Number >
450410814915736770904937984733342042835793211647,128,64,64,66253.42970660147,73683.1381418093,-7429.708435207824,5639.621026894866,1445.5,4194.121026894866,0.08512194843149284,0.021817738438618083,0.06330420999287475,ece_flag_number <=
456981593260173952852784572082992124101289568915,135,68,67,174523.29828850858,184573.38569682153,-10050.087408312946,24701.23716381418,6608.0,18093.23716381418,0.14153547065664543,0.03786313956246781,0.10367233109417762,TCP >
475011065740486827108472353828139148231878458661,144,72,72,277048.2762836186,276605.23533007334,443.04095354524907,23354.190709046456,11770.5,11583.690709046456,0.08429646638601862,0.042485375321196214,0.041811091064822406,syn_flag_number <=
487843867272814109640259913959993110004068841052,136,68,68,122360.59046454768,125085.98655256724,-2725.396088019552,17490.398533007337,7227.5,10262.898533007337,0.1429414361814063,0.05906722068404917,0.08387421549735714,AVG >
505469541859377927785473031559292540931343582537,141,71,70,462967.95110024454,468750.9608801956,-5783.0097799510695,37817.268948655255,7847.0,29970.268948655255,0.08168442083038883,0.01694933738145715,0.06473508344893168,ICMP <=
520582048177068818674784514618258893555315007951,126,63,63,39657.59290953545,43633.601466992666,-3976.008557457215,4864.1100244498775,8260.0,-3395.8899755501225,0.12265267928756031,0.20828293887736005,-0.08563025958979974,LLC <=
559797210707093786647851972932919518973015855277,127,63,64,85320.34718826406,91287.38936430318,-5967.042176039118,2967.743276283619,26741.75,-23774.006723716382,0.034783534925556844,0.3134275806566147,-0.27864404573105783,fin_count >
569123040751934560481271658954372810915922105207,142,71,71,304874.52995110024,315926.06662591686,-11051.536674816627,44410.122249388754,8879.5,35530.622249388754,0.14566688223024676,0.02912509615488119,0.11654178607536557,AVG <=
579184915384053252333364217236378176158944003116,12,6,6,141.62163814180929,806.5617359413203,-664.940097799511,72.7041564792176,619.5,-546.7958435207825,0.5133689839572193,4.37433155080214,-3.86096256684492,cwr_flag_number >
629827923182617752624696690572530002196221478554,86,43,43,4804.280562347189,4871.9358190709045,-67.65525672371587,599.8092909535453,722.75,-122.94070904645469,0.1248489306920288,0.15043875781619462,-0.025589827124165812,DHCP >
64377807084757001895684323011847661640759168792,145,73,72,430396.7414425428,476434.88141809293,-46038.13997555012,62803.264058679706,21579.25,41224.014058679706,0.14591946920458698,0.05013804223441313,0.09578142697017386,Max <=
681078890404174620223416780986783609679186091789,129,64,65,37951.82212713936,45112.1717603912,-7160.349633251833,3356.5085574572126,7743.75,-4387.241442542787,0.08844130187512056,0.204041586568842,-0.11560028469372144,IPv <=
681503808608794911981134712221284126975357543438,144,72,72,453905.93337408314,494015.402811736,-40109.46943765285,50386.0,24160.5,26225.5,0.11100537863750452,0.05322798893683619,0.057777389700668334,syn_count <=
684418957212367241623111035135876005715150589706,142,71,71,347141.39425427874,375688.88325183373,-28547.48899755499,38511.997555012225,21166.25,17345.747555012225,0.1109403781641853,0.06097299357072889,0.049967384593456406,HTTP <=
714914936218336719861297767221934377853836589461,140,70,70,97628.05012224939,103423.68215158925,-5795.63202933986,11653.870415647922,3717.0,7936.870415647922,0.11937010317275618,0.03807307423784035,0.08129702893491583,UDP >
786396322989194697344344278946426998739971577495,140,70,70,168044.2976772616,184662.75122249388,-16618.453545232274,27127.73838630807,22611.75,4515.988386308069,0.16143206738504387,0.134558270126054,0.026873797258989862,HTTPS <=
791432257472445298809701838101022411569407290467,98,49,49,58092.38814180929,62567.22799511003,-4474.839853300735,911.8312958435208,30665.25,-29753.41870415648,0.015696226734863268,0.5278703627253725,-0.5121741359905092,rst_flag_number >
795584812918386367255521286735341258439959854242,136,68,68,82638.3716381418,103768.77444987775,-21130.40281173594,3593.80684596577,26638.5,-23044.69315403423,0.043488355042889615,0.32235025293873265,-0.27886189789584304,syn_count >
835140271881840015202809914014108690929910415575,142,70,72,142077.55378973106,150524.6155256724,-8447.06173594133,26013.9511002445,20443.5,5570.4511002445,0.18309683976361305,0.14388972399014935,0.0392071157734637,IAT >
841356973986788424033641854148712928121319667477,140,70,70,68208.8685819071,74885.02872860635,-6676.160146699258,7805.599022004891,17759.0,-9953.400977995108,0.11443671745752111,0.2603620375065231,-0.145925320049002,Variance >
841518471221275042570144506781210008737201997031,144,72,72,259138.56662591686,272928.62652811734,-13790.059902200475,33205.60391198044,16623.25,16582.35391198044,0.1281384100573299,0.06414811278938934,0.06399029726794056,Min <=
843826879422383561066103188424018239931401286651,140,71,69,152276.8361858191,163904.95721271395,-11628.121026894863,16118.107579462103,15694.0,424.1075794621029,0.10584740255434277,0.1030622936035331,0.0027851089508096755,ack_count <=
896530251803066355404557928035950607124936193677,143,71,72,355616.98227383866,378356.9743276284,-22739.992053789727,45042.24449877751,14351.75,30690.49449877751,0.12665943063453944,0.0403573246368437,0.08630210599769574,psh_flag_number <=
922599836131670820904126277297069322180441856169,144,72,72,311979.34168704157,317827.9871638142,-5848.6454767726245,36405.59657701712,20753.25,15652.346577017117,0.11669233090932336,0.06652123146287801,0.05017109944644535,Rate <=
926368966621798523173828527325665066772113177503,144,72,72,416081.5959657702,431023.0574572127,-14941.461491442518,44168.784841075794,11460.75,32708.034841075794,0.10615414204647838,0.027544477119682175,0.0786096649267962,UDP <=
940331364486966071141541838460909450599289486914,93,46,47,92435.50916870416,112365.53606356969,-19930.02689486553,685.640586797066,81980.5,-81294.85941320294,0.007417502137038079,0.886894016566483,-0.879476514429445,rst_count >
974265510705878984211701297112044370513255377925,143,71,72,313284.48227383866,325793.13141809293,-12508.649144254276,28055.726161369195,13422.5,14633.226161369195,0.08955351365550873,0.04284444573372624,0.04670906792178249,Std <=
1184472685782376059334758133512718430805424685192,106,52,54,8835.827017114914,10135.666259168704,-1299.8392420537893,981.5061124694377,1548.75,-567.2438875305623,0.11108254049884289,0.17528070626553527,-0.06419816576669238,SSH >
510505520442458443414009447271658614884328320759,93,46,47,24598.49205378973,31610.40403422983,-7011.911980440098,2929.3716381418094,1135.75,1793.6216381418094,0.11908744778891843,0.04617152943832678,0.07291591835059165,IRC <=
565103970815292376991711972572924808853013487374,26,14,12,192.8679706601467,212.05378973105135,-19.185819070904643,148.43765281173594,0.0,148.43765281173594,0.7696335078534031,0.0,0.7696335078534031,IGMP >
708408391217891577256114269656040681679338993095,6,3,3,9.0880195599022,25.244498777506113,-16.156479217603913,18.1760391198044,0.0,18.1760391198044,2.0,0.0,2.0,IRC >
