Node,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight,Inlier-Outlier Propagation Score,Label
1043469376771332113858820724324827897913309990452,144,72,72,311354.2652782672,324710.776904951,-13356.511626683816,32134.605413337682,3896.8548387096776,28237.750574628004,0.10320913826125992,0.012515822884992226,0.0906933153762677,LLC >
1043754360836331848364792327262011021650379248223,133,66,67,31066.43117876322,32928.3394828611,-1861.9083040978767,3100.0252731126693,3497.177419354839,-397.1521462421697,0.09978697763107798,0.11257094190289496,-0.01278396427181698,DNS >
1070253533701240439447821754319583826073025846503,143,71,72,118784.3668966932,135950.71733824947,-17166.350441556264,18995.104353497474,10591.451612903225,8403.652740594249,0.15991249395652815,0.08916536653442464,0.07074712742210351,Max >
1077028023530208599426324724984012030801332581683,148,74,74,256064.97451649723,295499.313602247,-39434.33908574976,38603.34501875102,14288.467741935485,24314.877276815532,0.15075605358226749,0.05580016466100066,0.09495588892126683,Time_To_Live >
1085488307210616684491611463585545838953333018237,122,61,61,30904.210892422274,37284.842904330355,-6380.632011908081,2156.5832382194685,2098.3064516129034,58.27678660656511,0.06978282816301463,0.06789710499055031,0.0018857231724643264,Type >
1091995366823138898995898948102109473193356840202,148,74,74,422700.31803095894,455369.0594378376,-32668.74140687869,33935.63019729333,17186.129032258064,16749.501165035264,0.08028295402135906,0.04065795150643662,0.03962500251492244,DNS <=
109928824856976412487775174607761519739702474552,133,67,66,106317.48454947586,112515.43341678809,-6197.948867312225,11429.386107940649,999.1935483870968,10430.192559553552,0.10750241276280266,0.009398205315157851,0.09810420744764481,Number <=
1118614325010621431186771152252517336813918651911,138,69,69,158445.13337418408,168190.11343972062,-9744.98006553654,15121.335398662972,11190.967741935485,3930.367656727487,0.09543578320548617,0.07062992408549963,0.024805859119986534,sum >
1142857970576506471478393393000113013376204379484,135,67,68,226005.44304213588,230944.99129510895,-4939.548252973065,33176.028045002444,2198.225806451613,30977.80223855083,0.14679304886837255,0.009726428606596796,0.13706662026177574,rst_flag_number <=
119501872384761655346741968946796756296882526119,142,71,71,261536.6548366058,281496.93486585,-19960.280029244226,32902.28843958911,3796.935483870968,29105.35295571814,0.12580373661253988,0.014517794785756098,0.11128594182678378,ARP <=
1232849963170894971818913290506039176322619533319,142,72,70,69475.63971744607,71777.67868695529,-2302.0389695092163,10053.617316158487,3397.2580645161293,6656.359251642358,0.14470708520347625,0.04889855031681042,0.09580853488666582,psh_flag_number >
1233133706649643691022119102239698495899057226060,141,71,70,182502.69346686095,188800.05663438933,-6297.363167528383,31321.46747105821,8792.903225806453,22528.564245251757,0.1716219463727838,0.04817958057919336,0.12344236579359044,Time_To_Live <=
1236189254858718471128603624930063881324958313531,139,70,69,293702.3781315254,309135.34852437634,-15432.970392850926,57366.12424588293,1398.8709677419356,55967.253278141,0.19532059839227214,0.004762886077536271,0.19055771231473587,HTTPS >
1239329028096551917906154637654656383307088642249,117,59,58,68667.40569263056,77194.8131078302,-8527.407415199632,6047.52405022012,2398.064516129032,3649.4595340910882,0.08806979074307951,0.03492289379422986,0.05314689694884965,cwr_flag_number <=
1244200006508864238414081275966745179431479901918,122,61,61,33211.056026887854,37356.56066073016,-4145.504633842305,3386.8962987118866,7194.193548387097,-3807.29724967521,0.10198098777617419,0.21662043936701794,-0.11463945159084375,ARP >
1251276136943778783713685275011300537715092657394,130,64,66,110967.58762748326,115882.9910110823,-4915.403383599041,1745.4687754769282,41466.532258064515,-39721.06348258759,0.015729537000808237,0.37368147893119136,-0.3579519419303831,fin_flag_number >
1329847435934461746074927120436757452470095790255,127,64,63,31706.726395543938,32995.54433182729,-1288.8179362833507,4550.542149029839,1598.7096774193549,2951.8324716104835,0.14351977218529163,0.05042178298305931,0.09309798920223232,Min >
1338222599102815322204523610829624561969283441716,138,69,69,241717.2361707947,251414.46413637488,-9697.227965580183,23104.22876243274,7493.951612903226,15610.277149529513,0.09558370403551839,0.03100296748225304,0.06458073655326535,SSH <=
1343908975744673306589744221553424462279673294717,141,70,71,53282.496949343324,55199.19553394382,-1916.6985846004973,6057.625142670798,2497.983870967742,3559.6412717030557,0.1136888376013965,0.046881884558499995,0.06680695304289651,TCP <=
1345309773886921328764805451107636357621530213384,145,73,72,914561.8548387097,496898.9516129032,417662.9032258065,0.0,0.0,0.0,0.0,0.0,0.0,Class -1
1375509225989204300559045429796274689340158771149,144,72,72,362116.97954745084,372134.5750645635,-10017.59551711264,34195.22827327572,3896.8548387096776,30298.373434566045,0.09443144123208635,0.010761314875595455,0.0836701263564909,rst_count <=
1379366653555122327876205020011632492492609315477,136,68,68,139471.95816655533,165072.26462605788,-25600.30645950255,14071.831893037666,3597.0967741935483,10474.735118844117,0.10089362821043421,0.02579082434547846,0.07510280386495576,Type <=
1390694102288752714886335797250086933489416434790,136,68,68,67334.15924164883,68473.92089594631,-1139.7616542974865,7766.72998532529,4196.612903225807,3570.117082099483,0.11534606019883681,0.062325169727968276,0.05302089047086853,size >
1418025003262016765970487572214907425163069882682,142,71,71,273047.89237756614,306305.5111822347,-33257.61880466854,31448.741235936737,6394.8387096774195,25053.902526259317,0.11517664890981812,0.02342020901166577,0.09175643989815235,IPv >
1418162538066850581097605911983264533342366443794,140,70,70,144646.35681900664,149186.01585552513,-4539.659036518482,12902.125387249307,13688.951612903225,-786.8262256539183,0.08919772105559148,0.0946373756929942,-0.005439654637402716,Header_Length <=
