Node,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight,Inlier-Outlier Propagation Score,Label
215123608059624622405742600984392925785664489773,118,59,59,481133.57381800207,509683.28522851,-28549.71141050791,52735.78346649274,20683.306451612905,32052.477014879838,0.10960736547236061,0.04298869914124255,0.06661866633111806,Variance <=
218607780770691257170847497927336330511308420255,112,56,56,248002.21735402872,314677.2477291017,-66675.03037507297,23210.290233164847,80235.24193548388,-57024.95170231903,0.09358904319807608,0.3235263087222574,-0.2299372655241813,ack_count >
223165296026140232481876277255273629987157553131,114,57,57,242159.1589655118,261841.30052650126,-19682.14156098946,36398.2765367683,24180.483870967742,12217.79266580056,0.15030724706948675,0.09985368290121753,0.050453564168269224,Header_Length >
335418722972519651500040442315750311827115323662,106,53,53,59843.56379817276,64970.4547319367,-5126.890933763934,11512.215066036199,8193.387096774193,3318.8279692620054,0.19237181637213435,0.13691342187452357,0.05545839449761078,Rate >
337274849629170698169636561573185333120886675912,51,25,26,2396.533060176833,3146.5554667241736,-750.0224065473408,487.882765367683,1398.8709677419356,-910.9882023742525,0.20357856666983917,0.583706100694775,-0.3801275340249358,ece_flag_number >
338730224709676774412755851787278702947952010784,118,59,59,454842.0593773505,464707.731205588,-9865.671828237479,41613.47056905267,11390.806451612903,30222.664117439766,0.09148993526680191,0.02504343258670094,0.06644650268010097,sum <=
371266811264664269299964157380215767396824640058,103,51,52,18622.01561620635,18833.291369271472,-211.27575306512153,2922.24604598076,1398.8709677419356,1523.3750782388242,0.15692426138004043,0.07511920280662462,0.0818050585734158,ICMP >
378316838538499851440768051160724422589084218125,111,56,55,261180.33065436588,264570.94154836604,-3390.6108940001577,34128.56106310125,13289.274193548388,20839.286869552867,0.13067048723613658,0.05088160414014793,0.07978888309598865,IAT <=
40351198695966294513339726256484683518911283460,118,59,59,450391.35512273636,469097.2098062833,-18705.85468354693,47763.015653024624,12190.161290322581,35572.85436270204,0.10604780733415432,0.027065708858911457,0.07898209847524287,fin_flag_number <=
417610515582391639059962073933335223318558562917,118,59,59,407463.4391683279,420988.70420727634,-13525.265038948448,36407.367519973915,4596.290322580645,31811.07719739327,0.08935124975699625,0.011280252117741203,0.07807099763925504,fin_count <=
426624906449189252299067265451872698344494536313,50,27,23,86265.75704938381,111458.56588892454,-25192.808839540725,16.161747921082668,44863.790322580644,-44847.62857465956,0.00018734835784065156,0.5200648769232716,-0.519877528565431,Number >
450410814915736770904937984733342042835793211647,112,56,56,303120.08280166,332025.89030522347,-28905.80750356347,22331.49518995598,12489.91935483871,9841.575835117268,0.07367210705259705,0.04120452607229992,0.03246758098029713,ece_flag_number <=
475011065740486827108472353828139148231878458661,118,59,59,326770.3244873056,341192.11035750544,-14421.785870199848,40383.15750856025,7493.951612903226,32889.205895657025,0.12358269549696843,0.022933390982369795,0.10064930451459864,syn_flag_number <=
505469541859377927785473031559292540931343582537,116,58,58,434044.7897939755,454999.0010282817,-20954.211234306218,57883.300179357575,24080.564516129034,33802.73566322854,0.13335789655909144,0.05547944609025064,0.0778784504688408,ICMP <=
520582048177068818674784514618258893555315007951,112,56,56,62263.0035292942,67848.28855530368,-5585.285026009478,8144.510842980597,15387.58064516129,-7243.069802180693,0.1308081907604839,0.24713842527563848,-0.11633023451515459,LLC <=
559797210707093786647851972932919518973015855277,104,52,52,138882.80380332732,166995.49633658212,-28112.692533254798,1468.6988423283874,57753.3870967742,-56284.688254445806,0.01057509498734069,0.41584260624921626,-0.40526751126187555,fin_count >
565103970815292376991711972572924808853013487374,63,32,31,1106.6724304792162,1187.4811700846294,-80.80873960541317,383.8415131257134,399.6774193548387,-15.835906229125328,0.34684293432655644,0.3611524136205043,-0.01430947929394788,IGMP >
629827923182617752624696690572530002196221478554,88,44,44,4970.975684162358,5724.19133929088,-753.2156551285216,958.5936735692158,599.516129032258,359.0775445369577,0.19283813369341496,0.12060331152741907,0.07223482216599589,DHCP >
681503808608794911981134712221284126975357543438,118,59,59,312377.8643693819,321313.9750188036,-8936.110649421695,36316.45768791782,5695.403225806452,30621.05446211137,0.11625810222255115,0.01823241617105022,0.09802568605150093,syn_count <=
684418957212367241623111035135876005715150589706,122,61,61,486163.1684225475,522994.32564708113,-36831.157224533614,62706.571824555685,23081.370967741936,39625.20085681375,0.12898256366894176,0.04747659318297189,0.08150597048596986,HTTP <=
714914936218336719861297767221934377853836589461,112,56,56,134317.28922855205,138698.84987613282,-4381.560647580773,19191.0655470406,12190.161290322581,7000.90425671802,0.14287859483513998,0.09075645704537713,0.05212213778976285,UDP >
786396322989194697344344278946426998739971577495,116,57,59,136824.75509275575,150873.45222566446,-14048.69713290871,15837.502853415946,9492.33870967742,6345.164143738526,0.1157502737182277,0.06937588671905466,0.04637438699917304,HTTPS <=
791432257472445298809701838101022411569407290467,84,42,42,59607.50778443429,68116.97761449167,-8509.46983005738,782.8346649274417,24580.16129032258,-23797.326625395137,0.0131331554367027,0.4123668679323876,-0.3992337124956849,rst_flag_number >
795584812918386367255521286735341258439959854242,101,51,50,85094.12807761291,113392.92509322912,-28298.797015616205,4156.599543453449,73240.8870967742,-69084.28755332076,0.04884707837492952,0.8607043605872831,-0.8118572822123535,syn_count >
835140271881840015202809914014108690929910415575,112,56,56,56785.344014138216,59503.58057678451,-2718.2365626462924,13075.864177400947,6994.354838709678,6081.509338691269,0.23026829201114576,0.12317183174884436,0.10709646026230141,IAT >
841356973986788424033641854148712928121319667477,111,56,55,51804.70712380933,54822.01748341863,-3017.310359609306,9797.0495679113,5095.887096774194,4701.162471137105,0.1891150459454793,0.0983672600367262,0.09074778590875308,Variance >
841518471221275042570144506781210008737201997031,114,57,57,286987.79096953024,298061.4719944457,-11073.68102491548,36642.72297407468,5995.1612903225805,30647.561683752097,0.12768042448873745,0.020889952391595266,0.10679047209714218,Min <=
843826879422383561066103188424018239931401286651,114,57,57,281265.16367036075,306224.05075924535,-24958.8870888846,29888.12245230719,13089.435483870968,16798.686968436225,0.10626315062371426,0.04653770596066999,0.059725444663044275,ack_count <=
896530251803066355404557928035950607124936193677,113,56,57,289743.23865339806,313257.71839808964,-23514.479744691576,45731.68596119354,17186.129032258064,28545.55692893548,0.15783521359716537,0.059315030480544775,0.0985201831166206,psh_flag_number <=
922599836131670820904126277297069322180441856169,119,60,59,628826.4689963865,665620.398807614,-36793.929811227485,87346.16663949128,30275.564516129034,57070.602123362245,0.13890345102504456,0.048146135712844824,0.09075731531219974,Rate <=
926368966621798523173828527325665066772113177503,117,58,59,416761.7717346139,430026.21679123514,-13264.445056621218,44841.77971628893,26178.870967741936,18662.908748546997,0.1075957123650087,0.0628149526737595,0.0447807596912492,UDP <=
974265510705878984211701297112044370513255377925,116,58,58,454293.9447752245,461785.41999126883,-7491.475216044346,54236.8058046633,18185.322580645163,36051.48322401814,0.11938703218133048,0.040029859058858676,0.07935717312247181,Std <=
1239329028096551917906154637654656383307088642249,39,19,20,23113.23828521536,24394.056807961162,-1280.8185227458016,11047.56481330507,99.91935483870968,10947.64545846636,0.4779756378997645,0.004323035725488289,0.4736526021742762,cwr_flag_number <=
940331364486966071141541838460909450599289486914,81,40,41,134251.2574096769,147694.99685729766,-13443.739447620756,461.6199249959237,74539.83870967742,-74078.2187846815,0.00343847747799679,0.555226372906244,-0.5517878954282472,rst_count >
510505520442458443414009447271658614884328320759,34,17,17,28108.309962497962,28164.87608022175,-56.56611772378892,2452.545247024295,0.0,2452.545247024295,0.08725338699823912,0.0,0.08725338699823912,IRC <=
579184915384053252333364217236378176158944003116,18,9,9,46.46502527311267,151.43492633716068,-104.969901064048,20.202184901353334,0.0,20.202184901353334,0.4347826086956521,0.0,0.4347826086956521,cwr_flag_number >
708408391217891577256114269656040681679338993095,9,5,4,28.28305886189467,28.28305886189467,0.0,15.151638676015,0.0,15.151638676015,0.5357142857142857,0.0,0.5357142857142857,IRC >
