Node,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight,Inlier-Outlier Propagation Score,Label
1043469376771332113858820724324827897913309990452,141,71,70,293074.7418644772,303133.29568226886,-10058.553817791631,24486.05820968531,13589.032258064517,10897.025951620793,0.0835488519205387,0.04636712181887144,0.037181730101667254,LLC >
1043754360836331848364792327262011021650379248223,141,70,71,38568.64287855756,40906.3940975053,-2337.7512189477347,4202.054459481494,4496.370967741936,-294.3165082604419,0.1089500212053779,0.11658100031934793,-0.007630979113970024,DNS >
1070253533701240439447821754319583826073025846503,140,70,70,122831.09262161863,137003.90285499388,-14172.810233375247,17979.94456220447,10491.532258064517,7488.4123041399525,0.14637942379615326,0.0854143037739125,0.06096512002224076,Max >
1077028023530208599426324724984012030801332581683,148,74,74,209606.04248302415,253357.11601173977,-43751.07352871561,34465.93755095386,12889.59677419355,21576.34077676031,0.16443198460628936,0.061494395016009465,0.10293758959027989,Time_To_Live >
1085488307210616684491611463585545838953333018237,133,66,67,56282.81466471705,62526.85383935663,-6244.039174639576,6788.944236099788,1998.3870967741937,4790.557139325594,0.12062197451464145,0.03550616842243599,0.08511580609220545,Type >
1091995366823138898995898948102109473193356840202,148,74,74,447981.5277215277,477478.1839651173,-29496.65624358965,40703.362139246696,15187.741935483871,25515.620203762825,0.09085946544775513,0.033902607575651666,0.05695685787210346,DNS <=
109928824856976412487775174607761519739702474552,136,69,67,127545.09325541886,133560.29380979683,-6015.200554377967,15981.948475460624,599.516129032258,15382.432346428366,0.12530429879772437,0.004700424875080697,0.12060387392264367,Number <=
1118614325010621431186771152252517336813918651911,137,69,68,157959.02644603758,165785.61355017542,-7826.587104137841,12563.73879015164,12390.0,173.73879015163948,0.07953796039913996,0.07843806257081933,0.0010998978283206368,sum >
1142857970576506471478393393000113013376204379484,134,67,67,210969.44558259653,214787.57706852932,-3818.1314859327977,30733.58389042883,899.2741935483871,29834.309696880442,0.14567789096452993,0.004262580256894654,0.14141531070763527,rst_flag_number <=
119501872384761655346741968946796756296882526119,147,74,73,259906.06154962842,276646.0155530893,-16739.95400346091,33892.19549975542,3996.7741935483873,29895.421306207034,0.1304017124405688,0.015377764449657567,0.11502394799091124,ARP <=
