Node,Label,Inlier-Outlier Propagation Score,Local reaching centrality,Betweenness centrality,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight
1077028023530208599426324724984012030801332581683,Time_To_Live >,0.1029375895902798,7.98697376108087,0.0,148,74,74,209606.04248302412,253357.11601173977,-43751.07352871561,34465.93755095386,12889.59677419355,21576.34077676031,0.1644319846062893,0.0614943950160094
328762230998630318210090741851512569814964725689,size <=,0.103914243259972,8.57298554548013,0.0,150,75,75,286851.8986918995,293186.815114426,-6334.9164225264685,35603.32056090005,5795.322580645161,29807.99798025489,0.1241174303647914,0.0202031871048194
153155765823982001952501641876618811106762500815,ack_flag_number >,0.1070448978185663,7.812210770831031,0.00018018018018018018,144,72,72,228884.79202937047,229247.42124834977,-362.6292189793021,27898.207239523887,3397.2580645161293,24500.94917500776,0.1218875530880356,0.0148426552694693
1418025003262016765970487572214907425163069882682,IPv >,0.1086288109410767,7.970134333401538,0.0,143,72,71,241644.7201022496,268122.3716094318,-26477.65150718222,31045.707647154737,4796.129032258064,26249.578614896676,0.1284766645595155,0.0198478536184387
681503808608794911981134712221284126975357543438,syn_count <=,0.1094807612073119,10.247938593393608,0.03249249249249249,144,72,72,395411.8583495948,427239.66751787,-31827.80916827527,52882.24930702756,9592.258064516129,43289.99124251143,0.1337396645810072,0.0242589033736953
119501872384761655346741968946796756296882526119,ARP <=,0.1150239479909112,8.521102952256584,0.014474474474474475,147,74,73,259906.0615496284,276646.0155530893,-16739.95400346091,33892.19549975542,3996.7741935483873,29895.421306207038,0.1304017124405688,0.0153777644496575
109928824856976412487775174607761519739702474552,Number <=,0.1206038739226436,5.9868634222543715,0.03138138138138138,136,69,67,127545.09325541886,133560.29380979683,-6015.200554377967,15981.948475460624,599.516129032258,15382.432346428366,0.1253042987977243,0.0047004248750806
569123040751934560481271658954372810915922105207,AVG <=,0.1356310861802071,8.668047078539814,0.016351351351351347,142,71,71,233542.63384756184,241272.75551879572,-7730.121671233908,36172.01206587315,4496.370967741936,31675.64109813121,0.1548839775845098,0.0192528914043026
487843867272814109640259913959993110004068841052,AVG >,0.1408597160152515,5.982195616994667,0.012972972972972972,136,68,68,81441.8500128864,84720.09439941512,-3278.2443865287205,15268.81134844285,3796.935483870968,11471.875864571884,0.1874811457012198,0.0466214296859684
1142857970576506471478393393000113013376204379484,rst_flag_number <=,0.1414153107076352,8.206879264978582,0.0,134,67,67,210969.44558259653,214787.57706852927,-3818.1314859327977,30733.58389042883,899.2741935483871,29834.30969688044,0.1456778909645299,0.0042625802568946
1236189254858718471128603624930063881324958313531,HTTPS >,0.176309434792264,12.06312958553059,0.0,140,70,70,268584.2522077813,287871.6691431337,-19287.416935352376,56046.92157182456,8692.983870967742,47353.93770085681,0.2086753825330969,0.0323659477408329
708408391217891577256114269656040681679338993095,IRC >,3.142857142857143,3.6674029124262058,0.04981981981981982,7,3,4,7.070764715473668,26.26284037175933,-19.192075656285667,22.22240339148867,0.0,22.22240339148867,3.142857142857143,0.0
